config_id,transfer_id,seed,audit_type,domain_role,num_overlapping_groups,num_rows,num_groups,is_posthoc
C7_no_cert_edge,T3_DiagnoseFrance,42,group_overlap,source,0,73,73,True
C7_no_cert_edge,T3_DiagnoseFrance,42,group_overlap,target,0,72,63,True
C8_no_registrar_edge,T3_DiagnoseFrance,42,group_overlap,source,0,73,73,True
C8_no_registrar_edge,T3_DiagnoseFrance,42,group_overlap,target,0,72,63,True
C9_infra_edges_only,T3_DiagnoseFrance,42,group_overlap,source,0,73,73,True
C9_infra_edges_only,T3_DiagnoseFrance,42,group_overlap,target,0,72,63,True
C1_full,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C1_full,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C2_no_cctld,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C2_no_cctld,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C3_no_website_lexical,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C3_no_website_lexical,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C4_graph_only,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C4_graph_only,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C5_lex_only,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C5_lex_only,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C6_no_edges,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C6_no_edges,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C7_no_cert_edge,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C7_no_cert_edge,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C8_no_registrar_edge,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C8_no_registrar_edge,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C9_infra_edges_only,T3_DiagnoseFrance,43,group_overlap,source,0,73,73,True
C9_infra_edges_only,T3_DiagnoseFrance,43,group_overlap,target,0,72,63,True
C1_full,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C1_full,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C2_no_cctld,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C2_no_cctld,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C3_no_website_lexical,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C3_no_website_lexical,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C4_graph_only,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C4_graph_only,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C5_lex_only,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C5_lex_only,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C6_no_edges,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C6_no_edges,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C7_no_cert_edge,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C7_no_cert_edge,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C8_no_registrar_edge,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C8_no_registrar_edge,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C9_infra_edges_only,T3_DiagnoseFrance,44,group_overlap,source,0,73,73,True
C9_infra_edges_only,T3_DiagnoseFrance,44,group_overlap,target,0,72,63,True
C1_full,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C1_full,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C2_no_cctld,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C2_no_cctld,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C3_no_website_lexical,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C3_no_website_lexical,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C4_graph_only,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C4_graph_only,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C5_lex_only,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C5_lex_only,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C6_no_edges,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C6_no_edges,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C7_no_cert_edge,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C7_no_cert_edge,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C8_no_registrar_edge,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C8_no_registrar_edge,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C9_infra_edges_only,T3_DiagnoseFrance,45,group_overlap,source,0,73,73,True
C9_infra_edges_only,T3_DiagnoseFrance,45,group_overlap,target,0,72,63,True
C1_full,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C1_full,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C2_no_cctld,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C2_no_cctld,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C3_no_website_lexical,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C3_no_website_lexical,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C4_graph_only,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C4_graph_only,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C5_lex_only,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C5_lex_only,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C6_no_edges,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C6_no_edges,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C7_no_cert_edge,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C7_no_cert_edge,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C8_no_registrar_edge,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C8_no_registrar_edge,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
C9_infra_edges_only,T3_DiagnoseFrance,46,group_overlap,source,0,73,73,True
C9_infra_edges_only,T3_DiagnoseFrance,46,group_overlap,target,0,72,63,True
