iteration,relation,source_edges_reweighted,multiplier_min,multiplier_mean,multiplier_max,edge_weight_min,edge_weight_mean,edge_weight_max,clip_min,clip_max,target_observed_pairs,transfer_id,method,seed
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,42
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,42
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,42
2,uses_ns,915,0.5806451612903225,1.2713883900735048,3.5999999999999996,0.29053959250450134,0.8674233555793762,3.2928693294525146,0.1,10.0,8.0,T2_PH,dann_strurw,42
2,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,dann_strurw,42
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,42
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,43
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,43
1,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.45783308148384094,0.7882254719734192,2.1041340827941895,0.1,10.0,4.0,T2_PH,strurw,43
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,43
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,43
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,43
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,43
2,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.29053959250450134,0.9063008427619934,3.2928693294525146,0.1,10.0,4.0,T2_PH,strurw,43
2,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,43
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,43
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,43
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,43
1,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.45783308148384094,0.7882254719734192,2.1041340827941895,0.1,10.0,4.0,T2_PH,dann_strurw,43
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,dann_strurw,43
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,43
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,43
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,43
2,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.29053959250450134,0.9063008427619934,3.2928693294525146,0.1,10.0,4.0,T2_PH,dann_strurw,43
2,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,dann_strurw,43
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,43
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,44
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,44
1,uses_ns,915,0.5806451612903225,1.2352101244927436,3.5999999999999996,0.45783308148384094,0.7481555938720703,2.1041340827941895,0.1,10.0,10.0,T2_PH,strurw,44
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,44
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,44
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,44
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,44
2,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.29053959250450134,0.8557900190353394,3.2928693294525146,0.1,10.0,4.0,T2_PH,strurw,44
2,registered_via,107,0.4375,1.5795493718400488,8.125,0.36290550231933594,0.7588804364204407,2.8478121757507324,0.1,10.0,2.0,T2_PH,strurw,44
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,44
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,44
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,44
1,uses_ns,915,0.5806451612903225,1.2352101244927436,3.5999999999999996,0.45783308148384094,0.7481555938720703,2.1041340827941895,0.1,10.0,10.0,T2_PH,dann_strurw,44
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,dann_strurw,44
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,44
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,44
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,44
2,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.29053959250450134,0.8557900190353394,3.2928693294525146,0.1,10.0,4.0,T2_PH,dann_strurw,44
2,registered_via,107,0.4375,1.5795493718400488,8.125,0.36290550231933594,0.7588804364204407,2.8478121757507324,0.1,10.0,2.0,T2_PH,dann_strurw,44
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,dann_strurw,44
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,45
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,45
1,uses_ns,915,0.5806451612903225,1.2713883900735048,3.5999999999999996,0.45783308148384094,0.7572152018547058,2.1041340827941895,0.1,10.0,8.0,T2_PH,strurw,45
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,45
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,45
