iteration,relation,source_edges_reweighted,multiplier_min,multiplier_mean,multiplier_max,edge_weight_min,edge_weight_mean,edge_weight_max,clip_min,clip_max,target_observed_pairs,transfer_id,method,seed
2,hosted_on,249,0.23809523809523808,1.6869740169254013,3.666666666666667,0.05514075607061386,0.8903395533561707,2.6703100204467773,0.1,10.0,40.0,T1_Nordic,dann_strurw,44
2,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,44
2,uses_ns,268,0.42016806722689076,1.7727238639565663,4.2857142857142865,0.16257894039154053,0.808281421661377,2.9635884761810303,0.1,10.0,72.0,T1_Nordic,dann_strurw,44
2,registered_via,38,0.7777777777777778,1.4105039312795549,4.389154704944179,0.47308531403541565,0.7354815602302551,3.0088794231414795,0.1,10.0,22.0,T1_Nordic,dann_strurw,44
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,dann_strurw,44
1,hosted_on,249,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,45
1,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,45
1,uses_ns,268,0.30303030303030304,0.8106520085748368,1.1229946524064172,0.2646925449371338,0.682822048664093,1.0986123085021973,0.1,10.0,60.0,T1_Nordic,strurw,45
1,registered_via,38,0.14814814814814814,2.113973176538847,10.0,0.13815033435821533,0.7075725793838501,2.397895336151123,0.1,10.0,32.0,T1_Nordic,strurw,45
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,strurw,45
2,hosted_on,249,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,45
2,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,45
2,uses_ns,268,0.30303030303030304,0.8106520085748368,1.1229946524064172,0.08785276859998703,0.6699870824813843,1.0986123085021973,0.1,10.0,60.0,T1_Nordic,strurw,45
2,registered_via,38,0.14814814814814814,2.113973176538847,10.0,0.021710485219955444,0.7477111220359802,4.6151204109191895,0.1,10.0,32.0,T1_Nordic,strurw,45
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,strurw,45
1,hosted_on,249,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
1,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
1,uses_ns,268,0.30303030303030304,0.8106520085748368,1.1229946524064172,0.2646925449371338,0.682822048664093,1.0986123085021973,0.1,10.0,60.0,T1_Nordic,dann_strurw,45
1,registered_via,38,0.14814814814814814,2.113973176538847,10.0,0.13815033435821533,0.7075725793838501,2.397895336151123,0.1,10.0,32.0,T1_Nordic,dann_strurw,45
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
2,hosted_on,249,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
2,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
2,uses_ns,268,0.30303030303030304,0.8106520085748368,1.1229946524064172,0.08785276859998703,0.6699870824813843,1.0986123085021973,0.1,10.0,60.0,T1_Nordic,dann_strurw,45
2,registered_via,38,0.14814814814814814,2.113973176538847,10.0,0.021710485219955444,0.7477111220359802,4.6151204109191895,0.1,10.0,32.0,T1_Nordic,dann_strurw,45
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,dann_strurw,45
1,hosted_on,249,0.6944444444444444,1.4760210432372765,3.75,0.5273549556732178,0.8262039422988892,2.140066146850586,0.1,10.0,16.0,T1_Nordic,strurw,46
1,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,46
1,uses_ns,268,0.6363835856923414,1.778222788325561,6.26031746031746,0.49248868227005005,0.743730366230011,1.9824235439300537,0.1,10.0,76.0,T1_Nordic,strurw,46
1,registered_via,38,0.46939571150097464,1.660753535024351,10.0,0.38485124707221985,0.6925424933433533,2.397895336151123,0.1,10.0,28.0,T1_Nordic,strurw,46
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,strurw,46
2,hosted_on,249,0.6944444444444444,1.2687780361210927,3.75,0.39356330037117004,0.8495694994926453,3.3715968132019043,0.1,10.0,24.0,T1_Nordic,strurw,46
2,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,strurw,46
2,uses_ns,268,0.6363835856923414,1.6698402160610257,6.26031746031746,0.34002596139907837,0.7958877086639404,3.693657398223877,0.1,10.0,84.0,T1_Nordic,strurw,46
2,registered_via,38,0.46939571150097464,1.736096576724462,10.0,0.19912323355674744,0.7165946364402771,4.6151204109191895,0.1,10.0,26.0,T1_Nordic,strurw,46
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,strurw,46
1,hosted_on,249,0.6944444444444444,1.4760210432372765,3.75,0.5273549556732178,0.8262039422988892,2.140066146850586,0.1,10.0,16.0,T1_Nordic,dann_strurw,46
1,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,46
1,uses_ns,268,0.6363835856923414,1.778222788325561,6.26031746031746,0.49248868227005005,0.743730366230011,1.9824235439300537,0.1,10.0,76.0,T1_Nordic,dann_strurw,46
1,registered_via,38,0.46939571150097464,1.660753535024351,10.0,0.38485124707221985,0.6925424933433533,2.397895336151123,0.1,10.0,28.0,T1_Nordic,dann_strurw,46
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,dann_strurw,46
2,hosted_on,249,0.6944444444444444,1.2687780361210927,3.75,0.39356330037117004,0.8495694994926453,3.3715968132019043,0.1,10.0,24.0,T1_Nordic,dann_strurw,46
2,uses_cert,88,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T1_Nordic,dann_strurw,46
2,uses_ns,268,0.6363835856923414,1.6698402160610257,6.26031746031746,0.34002596139907837,0.7958877086639404,3.693657398223877,0.1,10.0,84.0,T1_Nordic,dann_strurw,46
2,registered_via,38,0.46939571150097464,1.736096576724462,10.0,0.19912323355674744,0.7165946364402771,4.6151204109191895,0.1,10.0,26.0,T1_Nordic,dann_strurw,46
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T1_Nordic,dann_strurw,46
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,42
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,42
1,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.45783308148384094,0.7882254719734192,2.1041340827941895,0.1,10.0,4.0,T2_PH,strurw,42
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,42
1,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,42
2,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,42
2,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,strurw,42
2,uses_ns,915,0.5806451612903225,1.2713883900735048,3.5999999999999996,0.29053959250450134,0.8674233555793762,3.2928693294525146,0.1,10.0,8.0,T2_PH,strurw,42
2,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,strurw,42
2,referenced_by,0,,,,0.6931471824645996,0.7417847514152527,1.043596863746643,0.1,10.0,0.0,T2_PH,strurw,42
1,hosted_on,859,1.0,1.0,1.0,0.6931471824645996,0.7920818328857422,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,42
1,uses_cert,300,1.0,1.0,1.0,0.6931471824645996,1.0211973190307617,1.6094379425048828,0.1,10.0,0.0,T2_PH,dann_strurw,42
1,uses_ns,915,0.5806451612903225,1.41610145239655,3.5999999999999996,0.45783308148384094,0.7882254719734192,2.1041340827941895,0.1,10.0,4.0,T2_PH,dann_strurw,42
1,registered_via,107,1.0,1.0,1.0,0.6931471824645996,0.6947561502456665,1.0986123085021973,0.1,10.0,0.0,T2_PH,dann_strurw,42
