transfer_id,method,seed,iteration,target_adapt_size,num_confident_pseudo_labels,pseudo_label_coverage,pseudo_label_quality,pseudo_positive_rate,mean_confidence,confidence_threshold,mean_entropy,selection_strategy,entropy_top_fraction
T2_ON,strurw,45,2,34,11,0.3235294117647059,1.0,0.0,0.9999674684167364,0.7,0.0005239835243169558,entropy_top_fraction,0.3
T2_ON,dann_strurw,45,1,34,11,0.3235294117647059,1.0,0.0,0.996170498765423,0.7,0.034028609125646245,entropy_top_fraction,0.3
T2_ON,dann_strurw,45,2,34,11,0.3235294117647059,1.0,0.0,0.9999674684167364,0.7,0.0005239835243169558,entropy_top_fraction,0.3
T2_ON,strurw,46,1,34,11,0.3235294117647059,0.9090909090909091,0.09090909090909091,0.9920113202586601,0.7,0.06454339450880818,entropy_top_fraction,0.3
T2_ON,strurw,46,2,34,11,0.3235294117647059,1.0,0.0,0.999992329025146,0.7,0.00013732645870915218,entropy_top_fraction,0.3
T2_ON,dann_strurw,46,1,34,11,0.3235294117647059,0.9090909090909091,0.09090909090909091,0.9920113202586601,0.7,0.06454339450880818,entropy_top_fraction,0.3
T2_ON,dann_strurw,46,2,34,11,0.3235294117647059,1.0,0.0,0.999992329025146,0.7,0.00013732645870915218,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,42,1,43,13,0.3023255813953488,1.0,0.9230769230769231,0.9999981156898824,0.7,3.693697831665881e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,42,2,43,13,0.3023255813953488,0.9230769230769231,0.23076923076923078,0.9999977213906769,0.7,4.4414163579294064e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,42,1,43,13,0.3023255813953488,1.0,0.9230769230769231,0.9999981156898824,0.7,3.693697831665881e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,42,2,43,13,0.3023255813953488,0.9230769230769231,0.23076923076923078,0.9999977213906769,0.7,4.4414163579294064e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,43,1,42,13,0.30952380952380953,1.0,1.0,0.9999273786178002,0.7,0.001004845784403114,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,43,2,42,13,0.30952380952380953,1.0,1.0,0.9999666672486526,0.7,0.0004934124836034971,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,43,1,42,13,0.30952380952380953,1.0,1.0,0.9999273786178002,0.7,0.001004845784403114,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,43,2,42,13,0.30952380952380953,1.0,1.0,0.9999666672486526,0.7,0.0004934124836034971,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,44,1,42,13,0.30952380952380953,1.0,1.0,0.9999979459322416,0.7,3.916880388584821e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,44,2,42,13,0.30952380952380953,1.0,1.0,0.9999999083005465,0.7,3.942545853304036e-06,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,44,1,42,13,0.30952380952380953,1.0,1.0,0.9999979459322416,0.7,3.916880388584821e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,44,2,42,13,0.30952380952380953,1.0,1.0,0.9999999083005465,0.7,3.942545853304036e-06,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,45,1,45,14,0.3111111111111111,1.0,1.0,0.9999961256980896,0.7,6.805183682982205e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,45,2,45,14,0.3111111111111111,1.0,1.0,0.9999990122658866,0.7,2.0639466827588467e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,45,1,45,14,0.3111111111111111,1.0,1.0,0.9999961256980896,0.7,6.805183682982205e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,45,2,45,14,0.3111111111111111,1.0,1.0,0.9999990122658866,0.7,2.0639466827588467e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,46,1,42,13,0.30952380952380953,1.0,0.9230769230769231,0.9996522364851373,0.7,0.004137455022293069,entropy_top_fraction,0.3
T3_DiagnoseFrance,strurw,46,2,42,13,0.30952380952380953,1.0,1.0,0.9999962586622971,0.7,6.90397878716082e-05,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,46,1,42,13,0.30952380952380953,1.0,0.9230769230769231,0.9996522364851373,0.7,0.004137455022293069,entropy_top_fraction,0.3
T3_DiagnoseFrance,dann_strurw,46,2,42,13,0.30952380952380953,1.0,1.0,0.9999962586622971,0.7,6.90397878716082e-05,entropy_top_fraction,0.3
