created_at_utc,transfer_id,method,seed,source_size,target_size,source_train_size,source_val_size,target_test_size,source_train_auc,source_val_auc,target_test_auc,target_pr_auc,target_balanced_acc,target_macro_f1,target_licensed_consistency,target_illegal_consistency,target_mean_pred_illegal,target_label_class_count,target_has_complete_binary_labels,configured_primary_metric,effective_primary_metric,primary_metric_value,threshold,domain_acc_final,pseudo_label_quality,best_epoch,best_source_val_score,runtime_s,wall_runtime_s,target_illegal_recall_at_youden,primary_metric_direction,selection_policy,best_state_min_epoch,trained_epochs,force_full_epochs,purpose
2026-04-28T05:36:08.983518+00:00,T1_Nordic,source_only,42,100,77,80,20,31,1.0,1.0,,,0.3225806451612903,0.2439024390243902,,0.3225806451612903,0.3133402530995625,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.3225806451612903,0.2903753817081451,,,200,1.0,9.431138515472412,9.616145849227903,0.3225806451612903,higher_is_better,,,,,
2026-04-28T05:36:18.968769+00:00,T1_Nordic,source_only,43,100,77,80,20,31,1.0,1.0,,,0.2580645161290322,0.2051282051282051,,0.2580645161290322,0.329555466958324,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.2580645161290322,0.9992050528526306,,,200,1.0,9.589009761810305,9.756375074386597,0.2580645161290322,higher_is_better,,,,,
2026-04-28T05:36:29.556141+00:00,T1_Nordic,source_only,44,100,77,80,20,31,1.0,1.0,,,0.064516129032258,0.0606060606060606,,0.064516129032258,0.1031358750519176,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.064516129032258,0.9999018907546996,,,200,1.0,10.18437147140503,10.36217975616455,0.064516129032258,higher_is_better,,,,,
2026-04-28T05:36:32.343440+00:00,T1_Nordic,source_only,45,100,77,80,20,31,0.9706498951781972,0.901098901098901,,,0.0967741935483871,0.088235294117647,,0.0967741935483871,0.4383608352753423,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.0967741935483871,0.4426642656326294,,,1,0.901098901098901,2.356264114379883,2.547008991241455,0.0967741935483871,higher_is_better,,,,,
2026-04-28T05:36:42.979874+00:00,T1_Nordic,source_only,46,100,77,80,20,31,1.0,1.0,,,0.2903225806451613,0.225,,0.2903225806451613,0.465056244714649,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.2903225806451613,0.9998559951782228,,,200,1.0,10.210866451263428,10.397135496139526,0.2903225806451613,higher_is_better,,,,,
2026-04-28T07:43:30.669840+00:00,T1_Nordic,strurw,42,100,77,80,20,31,1.0,1.0,,,0.0967741935483871,0.08823529411764706,,0.0967741935483871,0.1669093532903778,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.0967741935483871,0.9995361566543579,,0.0,200,1.0,10.213079690933228,19.087207317352295,0.0967741935483871,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:44:13.955064+00:00,T1_Nordic,strurw,43,100,77,80,20,31,1.0,1.0,,,0.1935483870967742,0.16216216216216217,,0.1935483870967742,0.3327982935473011,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.1935483870967742,0.9959025979042053,,0.35714285714285715,200,1.0,11.198633432388306,21.667327165603638,0.1935483870967742,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:44:56.674153+00:00,T1_Nordic,strurw,44,100,77,80,20,31,1.0,1.0,,,0.12903225806451613,0.11428571428571428,,0.12903225806451613,0.6194799949749252,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.12903225806451613,0.9999998807907104,,0.7857142857142857,200,1.0,11.26237440109253,21.041887998580933,0.12903225806451613,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:45:34.188050+00:00,T1_Nordic,strurw,45,100,77,80,20,31,1.0,0.9010989010989011,,,0.12903225806451613,0.11428571428571428,,0.12903225806451613,0.2196397397447031,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.12903225806451613,0.9960446357727051,,0.5714285714285714,200,0.9120879120879121,10.168041229248047,15.378584384918213,0.12903225806451613,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:46:11.268713+00:00,T1_Nordic,strurw,46,100,77,80,20,31,1.0,1.0,,,0.16129032258064516,0.1388888888888889,,0.16129032258064516,0.3091584382339197,1,False,illegal_recall_at_youden,illegal_recall_at_youden,0.16129032258064516,0.998062789440155,,0.35714285714285715,200,1.0,11.379230260848999,21.158847332000732,0.16129032258064516,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:41:20.229634+00:00,T2_ON,dann,42,325,58,263,62,24,0.9694174757281554,0.9725877192982456,,,0.5,0.3333333333333333,0.5,,0.3818150144070387,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3818150144070387,0.2806025147438049,0.8888888955116272,,64,0.9725877192982456,4.847912073135376,5.029125928878784,,lower_is_better,best_source_val_after_dann_warmup,20.0,89.0,False,classifier
2026-04-28T07:41:26.049725+00:00,T2_ON,dann,43,325,58,261,64,24,0.9816870144284128,0.8923076923076924,,,0.5416666666666666,0.3513513513513513,0.5416666666666666,,0.3854603467577059,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3854603467577059,0.4243700802326202,0.8847457766532898,,78,0.8923076923076924,5.389248371124268,5.585584163665772,,lower_is_better,best_source_val_after_dann_warmup,20.0,103.0,False,classifier
2026-04-28T07:41:30.569124+00:00,T2_ON,dann,44,325,58,258,67,24,0.948035567887999,0.9268292682926828,,,0.5416666666666666,0.3513513513513513,0.5416666666666666,,0.3603926283152153,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3603926283152153,0.4839996099472046,0.8835616707801819,,37,0.9268292682926828,4.078854560852051,4.291377305984497,,lower_is_better,best_source_val_after_dann_warmup,20.0,80.0,False,classifier
2026-04-28T07:41:36.281369+00:00,T2_ON,dann,45,325,58,259,66,24,0.9892843714751222,0.9528846153846152,,,0.5416666666666666,0.3513513513513513,0.5416666666666666,,0.3157623560012628,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3157623560012628,0.2355778515338897,0.8839590549468994,,75,0.9528846153846152,5.296629905700684,5.481366157531738,,lower_is_better,best_source_val_after_dann_warmup,20.0,100.0,False,classifier
2026-04-28T07:41:44.177817+00:00,T2_ON,dann,46,325,58,263,62,24,0.9938713592233008,0.987938596491228,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.3546971262226179,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3546971262226179,0.7691147327423096,0.8855218887329102,,113,0.987938596491228,7.462202310562134,7.661459922790527,,lower_is_better,best_source_val_after_dann_warmup,20.0,138.0,False,classifier
2026-04-28T07:51:14.760900+00:00,T2_ON,dann_strurw,42,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,0.005200023461005306,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.005200023461005306,0.34200796484947205,0.8855218887329102,1.0,87,1.0,22.4834942817688,37.470202922821045,,lower_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:52:29.030781+00:00,T2_ON,dann_strurw,43,325,58,261,64,24,1.0,1.0,,,1.0,0.5,1.0,,0.00021603086610451567,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.00021603086610451567,0.9985232949256897,0.8847457766532898,1.0,200,1.0,20.74269676208496,36.575923919677734,,lower_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:53:35.803377+00:00,T2_ON,dann_strurw,44,325,58,258,67,24,1.0,0.99906191369606,,,1.0,0.5,1.0,,0.0004697628609636369,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.0004697628609636369,0.006642364431172609,0.8835616707801819,1.0,98,0.99906191369606,23.340590715408325,36.48920655250549,,lower_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:55:03.150518+00:00,T2_ON,dann_strurw,45,325,58,259,66,24,1.0,1.0,,,0.9583333333333334,0.48936170212765956,0.9583333333333334,,0.08607270910299229,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.08607270910299229,0.9983704686164856,0.8839590549468994,1.0,200,1.0,22.914884328842163,41.924376249313354,,lower_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:56:34.205302+00:00,T2_ON,dann_strurw,46,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,0.02938872988033017,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.02938872988033017,0.9991374015808105,0.8855218887329102,1.0,200,1.0,25.09224557876587,45.46914768218994,,lower_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T05:37:24.131683+00:00,T2_ON,source_only,42,325,58,263,62,24,0.9976941747572816,0.9791666666666666,,,0.625,0.3846153846153846,0.625,,0.3027721713895286,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3027721713895286,0.2993318736553192,,,103,0.9791666666666666,6.102120876312256,6.304182291030884,,lower_is_better,,,,,
2026-04-28T05:37:32.673189+00:00,T2_ON,source_only,43,325,58,261,64,24,0.999568380811444,0.9333333333333332,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.3437696565912726,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3437696565912726,0.1683022230863571,,,144,0.9333333333333332,8.08523178100586,8.273383140563965,,lower_is_better,,,,,
2026-04-28T05:37:36.386579+00:00,T2_ON,source_only,44,325,58,258,67,24,0.9644951756322128,0.9221388367729833,,,0.625,0.3846153846153846,0.625,,0.3628193258773535,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.3628193258773535,0.5042688846588135,,,43,0.9221388367729833,3.274627685546875,3.4699110984802246,,lower_is_better,,,,,
2026-04-28T05:37:41.315164+00:00,T2_ON,source_only,45,325,58,259,66,24,0.9922296027071064,0.95,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.2889662125768761,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.2889662125768761,0.4804635643959045,,,62,0.95,4.489489555358887,4.69279932975769,,lower_is_better,,,,,
2026-04-28T05:37:51.183792+00:00,T2_ON,source_only,46,325,58,263,62,24,0.9998179611650486,0.9912280701754386,,,0.5416666666666666,0.3513513513513513,0.5416666666666666,,0.2154710837026717,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.2154710837026717,0.0867193266749382,,,168,0.9912280701754386,9.423225164413452,9.62396788597107,,lower_is_better,,,,,
2026-04-28T07:50:37.275635+00:00,T2_ON,strurw,42,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,7.930586955732603e-05,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,7.930586955732603e-05,0.8254666328430176,,1.0,200,1.0,23.167021989822388,36.95574450492859,,lower_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:51:52.447931+00:00,T2_ON,strurw,43,325,58,261,64,24,1.0,1.0,,,1.0,0.5,1.0,,0.0004934459114940282,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.0004934459114940282,0.9999185800552368,,1.0,200,1.0,22.699073314666748,37.09827184677124,,lower_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:52:59.311333+00:00,T2_ON,strurw,44,325,58,258,67,24,1.0,0.99906191369606,,,1.0,0.5,1.0,,0.0002806142234639634,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.0002806142234639634,0.0037856590934097767,,1.0,200,1.0,16.556271076202393,29.809738874435425,,lower_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:54:21.217580+00:00,T2_ON,strurw,45,325,58,259,66,24,1.0,1.0,,,1.0,0.5,1.0,,0.0004231656573949749,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,0.0004231656573949749,0.9999899864196777,,1.0,200,1.0,25.529325246810913,44.84481692314148,,lower_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:55:48.729242+00:00,T2_ON,strurw,46,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,5.709646578851609e-05,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,5.709646578851609e-05,0.9999970197677612,,1.0,200,1.0,24.643122673034668,45.261473655700684,,lower_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:40:47.564956+00:00,T2_PH,dann,42,325,33,263,62,14,0.993507281553398,0.9725877192982456,0.625,0.6812520812520811,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.2747299414705984,2,True,roc_auc,roc_auc,0.625,0.3344351649284363,0.936170220375061,,102,0.9725877192982456,6.926885366439819,7.117457866668701,0.3333333333333333,higher_is_better,best_source_val_after_dann_warmup,20.0,127.0,False,classifier
2026-04-28T07:40:53.769872+00:00,T2_PH,dann,43,325,33,261,64,14,0.9797755580219508,0.9046153846153844,0.5416666666666667,0.4888278388278388,0.5833333333333333,0.5714285714285714,0.5,0.6666666666666666,0.4482463790256649,2,True,roc_auc,roc_auc,0.5416666666666667,0.5043274164199829,0.935714304447174,,82,0.9046153846153844,5.772538185119629,5.961521863937378,0.6666666666666666,higher_is_better,best_source_val_after_dann_warmup,20.0,107.0,False,classifier
2026-04-28T07:40:58.432054+00:00,T2_PH,dann,44,325,33,258,67,14,0.9642429211073972,0.924015009380863,0.4999999999999999,0.5537749287749288,0.5,0.4974358974358974,0.5,0.5,0.3182796920003657,2,True,roc_auc,roc_auc,0.4999999999999999,0.2961525022983551,0.9314079284667968,,49,0.924015009380863,4.236441612243652,4.423089027404785,0.5,higher_is_better,best_source_val_after_dann_warmup,20.0,80.0,False,classifier
2026-04-28T07:41:04.574772+00:00,T2_PH,dann,45,325,33,259,66,14,0.9889710490036344,0.9451923076923076,0.3125,0.3652417027417027,0.3333333333333333,0.3262032085561497,0.5,0.1666666666666666,0.3812608056884658,2,True,roc_auc,roc_auc,0.3125,0.53803950548172,0.931654691696167,,77,0.9451923076923076,5.715913057327271,5.908231019973755,0.1666666666666666,higher_is_better,best_source_val_after_dann_warmup,20.0,102.0,False,classifier
2026-04-28T07:41:14.966881+00:00,T2_PH,dann,46,325,33,263,62,14,0.9974514563106796,0.9890350877192984,0.7083333333333333,0.5981481481481482,0.7083333333333333,0.7083333333333333,0.75,0.6666666666666666,0.4055955302397446,2,True,roc_auc,roc_auc,0.7083333333333333,0.5103527903556824,0.932624101638794,,160,0.9890350877192984,9.939580917358398,10.133302211761476,0.6666666666666666,higher_is_better,best_source_val_after_dann_warmup,20.0,185.0,False,classifier
2026-04-28T07:47:10.332823+00:00,T2_PH,dann_strurw,42,325,33,263,62,14,0.9959951456310681,0.9901315789473684,0.6666666666666667,0.6835016835016835,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.18024421636281268,2,True,roc_auc,roc_auc,0.6666666666666667,0.14331452548503876,0.936170220375061,0.8333333333333334,64,0.9901315789473684,10.861266374588013,18.427464246749878,0.3333333333333333,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:47:43.055186+00:00,T2_PH,dann_strurw,43,325,33,261,64,14,1.0,0.96,0.625,0.6914983164983165,0.5416666666666667,0.47593582887700536,0.25,0.8333333333333334,0.4115006352956568,2,True,roc_auc,roc_auc,0.625,0.011024218052625656,0.9321428537368774,0.6666666666666666,181,0.96,11.058584928512573,16.36304759979248,0.8333333333333334,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:48:19.499466+00:00,T2_PH,dann_strurw,44,325,33,258,67,14,0.9988648546383301,0.9709193245778611,1.0,1.0,1.0,1.0,1.0,1.0,0.16482047637189742,2,True,roc_auc,roc_auc,1.0,0.05604632571339607,0.9314079284667969,0.8333333333333334,56,0.9709193245778611,10.908199787139893,18.228131532669067,1.0,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:48:58.594632+00:00,T2_PH,dann_strurw,45,325,33,259,66,14,0.9995613485399173,0.9836538461538461,0.5416666666666666,0.541086691086691,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.25469199255374925,2,True,roc_auc,roc_auc,0.5416666666666666,0.45707085728645325,0.9388489127159119,1.0,70,0.9836538461538461,10.899197816848755,19.632510662078857,0.3333333333333333,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T07:49:59.985016+00:00,T2_PH,dann_strurw,46,325,33,263,62,14,1.0,0.9978070175438597,0.8958333333333333,0.8773809523809524,0.75,0.7543859649122806,1.0,0.5,0.24107988544479703,2,True,roc_auc,roc_auc,0.8958333333333333,0.734937310218811,0.932624101638794,0.8333333333333334,178,0.9978070175438597,17.762670755386353,32.555997133255005,0.5,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,True,final_classifier
2026-04-28T05:36:49.935018+00:00,T2_PH,source_only,42,325,33,263,62,14,0.9976941747572816,0.9791666666666666,0.7916666666666667,0.6825757575757576,0.7916666666666667,0.7846153846153847,0.75,0.8333333333333334,0.4049110066317617,2,True,roc_auc,roc_auc,0.7916666666666667,0.2993318736553192,,,103,0.9791666666666666,6.489680051803589,6.689007043838501,0.8333333333333334,higher_is_better,,,,,
2026-04-28T05:36:58.597622+00:00,T2_PH,source_only,43,325,33,261,64,14,0.999568380811444,0.9333333333333332,0.7083333333333333,0.7160714285714285,0.6666666666666667,0.641025641025641,0.5,0.8333333333333334,0.421050124001988,2,True,roc_auc,roc_auc,0.7083333333333333,0.1683022230863571,,,144,0.9333333333333332,8.218950510025024,8.403985738754272,0.8333333333333334,higher_is_better,,,,,
2026-04-28T05:37:02.523352+00:00,T2_PH,source_only,44,325,33,258,67,14,0.9644951756322128,0.9221388367729833,0.5416666666666666,0.5590909090909091,0.4791666666666666,0.4759358288770053,0.625,0.3333333333333333,0.3775499789917376,2,True,roc_auc,roc_auc,0.5416666666666666,0.5042688846588135,,,43,0.9221388367729833,3.467148303985596,3.672280550003052,0.3333333333333333,higher_is_better,,,,,
2026-04-28T05:37:07.358228+00:00,T2_PH,source_only,45,325,33,259,66,14,0.9922296027071064,0.95,0.4583333333333333,0.4332722832722833,0.3125,0.2631578947368421,0.625,0.0,0.2693580383700983,2,True,roc_auc,roc_auc,0.4583333333333333,0.4804635643959045,,,62,0.95,4.386773347854614,4.583423614501953,0.0,higher_is_better,,,,,
2026-04-28T05:37:17.554652+00:00,T2_PH,source_only,46,325,33,263,62,14,0.9998179611650486,0.9912280701754386,0.7083333333333333,0.627020202020202,0.5833333333333333,0.5714285714285714,0.5,0.6666666666666666,0.4235584710040306,2,True,roc_auc,roc_auc,0.7083333333333333,0.0867193266749382,,,168,0.9912280701754386,9.750330686569214,9.944305658340454,0.6666666666666666,higher_is_better,,,,,
2026-04-28T07:46:51.898111+00:00,T2_PH,strurw,42,325,33,263,62,14,0.9999999999999999,0.9802631578947367,0.8125,0.8626373626373626,0.6666666666666666,0.65,1.0,0.3333333333333333,0.14498432909009448,2,True,roc_auc,roc_auc,0.8125,0.6442669630050659,,0.8333333333333334,200,0.9923245614035088,11.435665845870972,19.00187659263611,0.3333333333333333,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:47:26.686151+00:00,T2_PH,strurw,43,325,33,261,64,14,1.0,0.9558974358974359,0.6041666666666667,0.7193473193473193,0.6875,0.6888888888888889,0.875,0.5,0.3181589847317485,2,True,roc_auc,roc_auc,0.6041666666666667,0.5335257053375244,,0.6666666666666666,200,0.96,10.885191440582275,16.114598751068115,0.5,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:48:01.263319+00:00,T2_PH,strurw,44,325,33,258,67,14,1.0,0.9606003752345216,0.8125,0.825925925925926,0.5,0.36363636363636365,1.0,0.0,0.016918938294960384,2,True,roc_auc,roc_auc,0.8125,0.5513191223144531,,0.8333333333333334,200,0.9831144465290808,10.456433534622192,17.951555967330933,0.0,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:48:38.956859+00:00,T2_PH,strurw,45,325,33,259,66,14,1.0,0.9855769230769231,0.2708333333333333,0.360927960927961,0.5,0.36363636363636365,1.0,0.0,0.11598261305594601,2,True,roc_auc,roc_auc,0.2708333333333333,0.8700410723686218,,1.0,200,0.9884615384615385,10.667030096054077,19.214731454849243,0.0,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:49:27.421464+00:00,T2_PH,strurw,46,325,33,263,62,14,1.0,0.9989035087719299,0.7291666666666666,0.7342592592592592,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.2119166780015738,2,True,roc_auc,roc_auc,0.7291666666666666,0.2858845293521881,,0.8333333333333334,200,0.9989035087719299,18.6309232711792,28.585798978805542,0.3333333333333333,higher_is_better,last_epoch,1.0,200.0,True,final_classifier
2026-04-28T07:41:56.140995+00:00,T3_DiagnoseFrance,dann,42,73,72,58,15,29,1.0,0.875,1.0,1.0,0.868421052631579,0.8242424242424242,1.0,0.7368421052631579,0.6542900836071537,2,True,roc_auc,roc_auc,1.0,1.0,0.5742574334144592,,200,0.875,11.541513204574583,11.725456237792969,0.7368421052631579,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,False,classifier
2026-04-28T07:42:08.247287+00:00,T3_DiagnoseFrance,dann,43,73,72,58,15,30,1.0,1.0,0.915,0.9063233346031334,0.775,0.7285067873303167,0.9,0.65,0.6506023116979729,2,True,roc_auc,roc_auc,0.915,0.999988317489624,0.5799999833106995,,200,1.0,11.686364889144896,11.867263317108154,0.65,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,False,classifier
2026-04-28T07:42:20.325554+00:00,T3_DiagnoseFrance,dann,44,73,72,58,15,30,1.0,1.0,0.99,0.9954545454545456,0.925,0.8942420681551116,1.0,0.85,0.6005013512817821,2,True,roc_auc,roc_auc,0.99,0.9993232488632202,0.6200000047683716,,200,1.0,11.648257732391356,11.823740243911743,0.85,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,False,classifier
2026-04-28T07:42:32.394601+00:00,T3_DiagnoseFrance,dann,45,73,72,58,15,27,1.0,1.0,0.9691358024691358,0.9879227053140096,0.9722222222222222,0.9593984962406016,1.0,0.9444444444444444,0.6297836890279682,2,True,roc_auc,roc_auc,0.9691358024691358,1.0,0.6601941585540771,,200,1.0,11.656819343566896,11.828569650650024,0.9444444444444444,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,False,classifier
2026-04-28T07:42:44.262951+00:00,T3_DiagnoseFrance,dann,46,73,72,58,15,30,1.0,1.0,1.0,1.0,0.95,0.9282296650717704,1.0,0.9,0.6004711818644578,2,True,roc_auc,roc_auc,1.0,0.9819557070732116,0.6000000238418579,,200,1.0,11.446921586990356,11.627086639404297,0.9,higher_is_better,best_source_val_after_dann_warmup,20.0,200.0,False,classifier
