task,jurisdiction_eval,model,num_runs,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,threshold_mean,threshold_std
same_region_sensitivity,Belgium,hetero_gnn,5,0.8970238095238094,0.10660579683285212,0.9102963306534736,0.08705505260816768,0.7575396825396825,0.15525156561805792,0.7339156268568032,0.17464215756516763,0.5450346827507019,0.025937187205991738
same_region_sensitivity,Belgium,logistic_regression,5,0.9648809523809524,0.060363130162320096,0.9799537763823478,0.03358162107772708,0.9061507936507937,0.03444389583353606,0.8961706920530448,0.036935665412275324,0.5265551496995643,0.21430361977488535
same_region_sensitivity,Belgium,mlp,5,0.9589285714285716,0.034523809523809505,0.964469954648526,0.02978997805389338,0.8130952380952381,0.10843140511176858,0.8096581196581196,0.11418611493345872,0.4918430089950562,0.020960521897104387
same_region_sensitivity,France,hetero_gnn,5,0.8693333333333333,0.1512051994664172,0.9277342965676298,0.08408442951848381,0.8055555555555556,0.12049281521534186,0.7768162393162393,0.13256328285330174,0.5566674470901489,0.0584115310693118
same_region_sensitivity,France,logistic_regression,5,0.9822222222222223,0.025915341754867992,0.990940170940171,0.013280632204823862,0.8566666666666667,0.15824656491893266,0.8052276971394617,0.24392294180040353,0.7125410774153584,0.1681574498514264
same_region_sensitivity,France,mlp,5,0.9782222222222222,0.0344379922272187,0.9902453102453104,0.015372564670244554,0.8377777777777776,0.11797677109718895,0.7870009728833258,0.17569724252282645,0.5880730330944062,0.16528389390679368
same_region_sensitivity,Philippines,hetero_gnn,5,0.788888888888889,0.1625415426480866,0.7911111111111111,0.19772159002115536,0.625,0.26352313834736496,0.5922222222222222,0.28896580172729996,0.490144407749176,0.01878832196296046
same_region_sensitivity,Philippines,logistic_regression,5,0.9583333333333333,0.06454972243679032,0.9566666666666667,0.05537749241945385,0.7166666666666666,0.19436506316151,0.6638383838383839,0.2675668918764152,0.8162334974015394,0.19410560347611228
same_region_sensitivity,Philippines,mlp,5,0.9083333333333332,0.0927960727138337,0.8944444444444445,0.10153148268053924,0.7,0.19436506316151,0.6655844155844155,0.22898354229344703,0.4892782211303711,0.05671211137364986
