task,model,num_runs,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,threshold_mean,threshold_std
transfer_pooled_to_france,dann,5,0.9336842105263157,0.024141778823536204,0.964659582964438,0.019960244786463657,0.9026315789473683,0.050234905258905296,0.8961342767999115,0.06005401375374552,0.24080432951450348,0.0895062600663663
transfer_pooled_to_france,source_only,5,0.9547368421052631,0.027165237685397747,0.9716243126022978,0.026716867200158256,0.9036842105263159,0.0790280289699856,0.9024013717893766,0.06529096237541575,0.17187310457229615,0.059768187850446665
