transfer_id,eerm_K2_mean,eerm_K4_mean,absolute_range,is_prerun_frozen,is_posthoc
T1_Nordic,0.2193548387096774,0.23870967741935484,0.01935483870967744,True,False
T2_ON,0.2842078199065782,0.3237295765982708,0.03952175669169261,True,False
T2_PH,0.5791666666666666,0.6,0.02083333333333337,True,False
T3_DiagnoseFrance,0.9927654320987653,0.9855308641975309,0.0072345679012344455,True,False
