created_at_utc,family_id,seed,method,alpha,binary_weight,shuffle_family_labels,test_form,train_scope,is_prerun_frozen,is_posthoc,runtime_s,hard_negative_auc,hard_negative_pr_auc,positive_score_mean,negative_score_mean,score_gap_pos_minus_neg,heldout_positive_count,negative_count,score_mode,encoder_checkpoint
2026-05-09T15:06:06.561063+00:00,ggbet,44,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6958677768707275,0.0,0.33122859682457206,0.6862137913703918,0.9562582969665527,-0.2700445055961609,10,10,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-05-09T15:06:18.203632+00:00,ggbet,45,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.736290454864502,0.019999999999999997,0.3336528392488145,0.6417058110237122,0.9737599492073059,-0.33205413818359375,10,10,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
2026-05-09T15:06:29.620489+00:00,ggbet,46,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7388648986816406,0.0,0.33122859682457206,0.6546549797058105,0.959559440612793,-0.3049044609069824,10,10,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt
2026-05-09T15:05:46.618690+00:00,icecasino,42,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6686210632324219,0.4444444444444445,0.6035353535353536,0.8365376591682434,0.9525518417358398,-0.11601418256759644,6,6,metric,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-05-09T15:05:56.900597+00:00,icecasino,43,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7387795448303223,0.11111111111111112,0.3785353535353535,0.766023576259613,0.9441230297088623,-0.17809945344924927,6,6,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-05-09T15:06:07.242950+00:00,icecasino,44,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.681887149810791,0.08333333333333333,0.36464646464646466,0.8386072516441345,0.9341496825218201,-0.09554243087768555,6,6,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-05-09T15:06:18.932152+00:00,icecasino,45,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.728520393371582,0.19444444444444445,0.39440836940836943,0.8459529876708984,0.9675666689872742,-0.12161368131637573,6,6,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
2026-05-09T15:06:30.339531+00:00,icecasino,46,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7180395126342773,0.0,0.34678932178932176,0.7218515872955322,0.982296884059906,-0.2604452967643738,6,6,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt
2026-05-09T15:05:47.290521+00:00,tsars,42,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6718316078186035,0.22222222222222224,0.4086792292674645,0.9561785459518433,0.9710485935211182,-0.014870047569274902,9,9,metric,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-05-09T15:05:57.561811+00:00,tsars,43,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6612138748168945,0.14814814814814814,0.38620094502447444,0.814685583114624,0.9285560250282288,-0.11387044191360474,9,9,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-05-09T15:06:07.953325+00:00,tsars,44,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7103750705718994,0.0,0.3498743086978381,0.7630311846733093,0.9636990427970886,-0.2006678581237793,9,9,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-05-09T15:06:19.676279+00:00,tsars,45,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7431321144104004,0.0,0.3487088075323369,0.6747146248817444,0.9413777589797974,-0.266663134098053,9,9,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
2026-05-09T15:06:31.091661+00:00,tsars,46,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7521295547485352,0.0,0.3530378118613413,0.795136034488678,0.9625815153121948,-0.16744548082351685,9,9,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt
2026-05-09T15:05:47.954890+00:00,verdecasino,42,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6643681526184082,0.1875,0.4125,0.9696447849273682,0.9818839430809021,-0.012239158153533936,4,4,metric,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-05-09T15:05:58.234765+00:00,verdecasino,43,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.6729545593261719,0.0,0.3833333333333333,0.8346704244613647,0.9627378582954407,-0.12806743383407593,4,4,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-05-09T15:06:08.780600+00:00,verdecasino,44,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.8272747993469238,0.0,0.3654761904761905,0.806123673915863,0.955461859703064,-0.14933818578720093,4,4,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-05-09T15:06:20.420785+00:00,verdecasino,45,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7435040473937988,0.25,0.4571428571428572,0.8186677098274231,0.8759978413581848,-0.05733013153076172,4,4,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
2026-05-09T15:06:31.819885+00:00,verdecasino,46,A2_main,0.5,1.0,False,hard_illegal_negative,frozen_heco_embedding_plus_family_dual_head,True,False,0.7282247543334961,0.0,0.3654761904761905,0.8433083891868591,0.9758288860321045,-0.13252049684524536,4,4,metric,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt
