seed,d_illegal_licensed,d_illegal_control,d_licensed_control,sigma_mean,H_E4b_pass,H_E4c_pass
42,0.03709135204553604,0.034214116632938385,0.015896040946245193,0.06076499323050181,False,False
43,1.1069769859313965,1.2725783586502075,0.46562400460243225,2.490727345148722,False,False
44,0.4234035015106201,0.6075193285942078,0.25365540385246277,1.1631991465886433,False,False
45,0.5177282691001892,0.6029354929924011,0.11353789269924164,0.6253476043542227,False,False
46,0.7723529934883118,1.1780532598495483,0.48233872652053833,1.5769916375478108,False,False
