created_at_utc,transfer_id,method,seed,source_size,target_size,source_train_size,source_val_size,target_test_size,source_train_auc,source_val_auc,target_test_auc,target_pr_auc,target_balanced_acc,target_macro_f1,target_licensed_consistency,target_illegal_consistency,target_illegal_recall_at_youden,target_mean_pred_illegal,target_label_class_count,target_has_complete_binary_labels,configured_primary_metric,effective_primary_metric,primary_metric_direction,primary_metric_value,threshold,domain_acc_final,pseudo_label_quality,best_epoch,best_source_val_score,selection_policy,best_state_min_epoch,trained_epochs,force_full_epochs,purpose,runtime_s,experiment,config_id,feature_mode,edge_mode,encoder_checkpoint
2026-04-28T15:07:18.375976+00:00,T2_PH,source_only,43,325,33,261,64,14,0.9975336046368233,0.9282051282051282,0.7083333333333333,0.7160714285714285,0.6458333333333333,0.641025641025641,0.625,0.6666666666666666,0.6666666666666666,0.37348497188551033,2,True,roc_auc,roc_auc,higher_is_better,0.7083333333333333,0.10336624085903168,,,133,0.9282051282051282,best_source_val,1,158,False,E5_structure_vs_lexical,9.613869905471802,E5_structure_vs_lexical,C2_no_cctld,no_cctld,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-04-28T15:07:28.699379+00:00,T2_PH,source_only,43,325,33,261,64,14,0.9963004069552349,0.918974358974359,0.6979166666666667,0.6222934472934473,0.6458333333333333,0.641025641025641,0.625,0.6666666666666666,0.6666666666666666,0.42699219642340075,2,True,roc_auc,roc_auc,higher_is_better,0.6979166666666667,0.38355860114097595,,,140,0.918974358974359,best_source_val,1,165,False,E5_structure_vs_lexical,9.993290185928345,E5_structure_vs_lexical,C3_no_lex,lexical_only,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-04-28T15:07:37.980128+00:00,T2_PH,source_only,43,325,33,261,64,14,0.9601368849426564,0.8943589743589744,0.7395833333333334,0.7777777777777778,0.6458333333333333,0.641025641025641,0.625,0.6666666666666666,0.6666666666666666,0.40138299136223005,2,True,roc_auc,roc_auc,higher_is_better,0.7395833333333334,0.5827561616897583,,,120,0.8943589743589744,best_source_val,1,145,False,E5_structure_vs_lexical,8.963767766952515,E5_structure_vs_lexical,C4_graph_only,zero_all,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-04-28T15:07:41.348193+00:00,T2_PH,source_only,43,325,33,261,64,14,0.9267788876556913,0.8712820512820513,0.5625,0.5852203352203352,0.41666666666666663,0.41666666666666663,0.5,0.3333333333333333,0.3333333333333333,0.6674584283651451,2,True,roc_auc,roc_auc,higher_is_better,0.5625,0.7156455516815186,,,33,0.8712820512820513,best_source_val,1,58,False,E5_structure_vs_lexical,3.0559639930725098,E5_structure_vs_lexical,C5_lex_only,full,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
2026-04-28T15:07:45.792355+00:00,T2_PH,source_only,44,325,33,258,67,14,0.9644951756322129,0.9221388367729833,0.5416666666666666,0.5590909090909091,0.47916666666666663,0.47593582887700536,0.625,0.3333333333333333,0.3333333333333333,0.3775499789917376,2,True,roc_auc,roc_auc,higher_is_better,0.5416666666666666,0.5042688846588135,,,43,0.9221388367729833,best_source_val,1,68,False,E5_structure_vs_lexical,4.116713285446167,E5_structure_vs_lexical,C1_full,full,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-04-28T15:07:49.342101+00:00,T2_PH,source_only,44,325,33,258,67,14,0.920098379264678,0.9146341463414634,0.5833333333333334,0.5935897435897436,0.5208333333333334,0.475,0.875,0.16666666666666666,0.16666666666666666,0.4118428386718733,2,True,roc_auc,roc_auc,higher_is_better,0.5833333333333334,0.660049557685852,,,30,0.9146341463414634,best_source_val,1,55,False,E5_structure_vs_lexical,3.2275490760803223,E5_structure_vs_lexical,C2_no_cctld,no_cctld,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-04-28T15:07:52.671157+00:00,T2_PH,source_only,44,325,33,258,67,14,0.916819070442076,0.9090056285178236,0.5,0.5093915343915344,0.5208333333333333,0.49743589743589745,0.375,0.6666666666666666,0.6666666666666666,0.3940439958657537,2,True,roc_auc,roc_auc,higher_is_better,0.5,0.4191807508468628,,,8,0.9090056285178236,best_source_val,1,50,False,E5_structure_vs_lexical,3.011068344116211,E5_structure_vs_lexical,C3_no_lex,lexical_only,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-04-28T15:08:02.675863+00:00,T2_PH,source_only,44,325,33,258,67,14,0.9752475247524752,0.8733583489681052,0.625,0.6908119658119657,0.6666666666666666,0.65,1.0,0.3333333333333333,0.3333333333333333,0.13627375115369691,2,True,roc_auc,roc_auc,higher_is_better,0.625,0.5209313631057739,,,134,0.8733583489681052,best_source_val,1,159,False,E5_structure_vs_lexical,9.683894395828247,E5_structure_vs_lexical,C4_graph_only,zero_all,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-04-28T15:08:05.899691+00:00,T2_PH,source_only,44,325,33,258,67,14,0.9158100523428139,0.9188555347091933,0.6354166666666666,0.6623376623376623,0.5208333333333333,0.49743589743589745,0.375,0.6666666666666666,0.6666666666666666,0.5732866507668015,2,True,roc_auc,roc_auc,higher_is_better,0.6354166666666666,0.6525574922561646,,,31,0.9188555347091933,best_source_val,1,56,False,E5_structure_vs_lexical,2.938697099685669,E5_structure_vs_lexical,C5_lex_only,full,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
2026-04-28T15:08:11.705247+00:00,T2_PH,source_only,45,325,33,259,66,14,0.9922296027071063,0.9500000000000001,0.4583333333333333,0.4332722832722833,0.3125,0.2631578947368421,0.625,0.0,0.0,0.26935803837009836,2,True,roc_auc,roc_auc,higher_is_better,0.4583333333333333,0.48046356439590454,,,62,0.9500000000000001,best_source_val,1,87,False,E5_structure_vs_lexical,5.476714611053467,E5_structure_vs_lexical,C1_full,full,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
