experiment,family_id,num_runs,test_roc_auc_mean,test_roc_auc_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_illegal_consistency_mean,test_illegal_consistency_std,test_mean_pred_illegal_mean,test_mean_pred_illegal_std
E3_lofo,bcdot,5,0.9928281068524971,0.011539245801281583,0.9404181184668989,0.07335063746790565,0.9,0.1224744871391589,0.1018585184101906,0.013258230506973544
E3_lofo,bcgame,5,0.9976190476190476,0.004761904761904788,0.9904181184668989,0.013893659956360195,1.0,0.0,0.0666403233983491,0.02178452504327712
E3_lofo,freshbet,5,0.9928571428571429,0.01428571428571428,0.9904181184668989,0.013893659956360195,1.0,0.0,0.06629455258219763,0.021691053300885294
E3_lofo,ggbet,5,1.0,0.0,0.9952380952380953,0.009523809523809533,1.0,0.0,0.20618826652988104,0.009166882426652558
E3_lofo,icecasino,5,0.9992063492063492,0.0015873015873015817,0.9904181184668989,0.013893659956360195,1.0,0.0,0.14182528107867792,0.01850591502851632
E3_lofo,tsars,5,0.9989288940508452,0.001311990195084675,0.9830429732868758,0.023863003308117508,1.0,0.0,0.19199347470296155,0.018676294469648812
E3_lofo,verdecasino,5,1.0,0.0,0.9904181184668989,0.013893659956360195,1.0,0.0,0.10689788908055768,0.022532174125722816
