created_at_utc,transfer_id,method,seed,source_size,target_size,source_train_size,source_val_size,target_test_size,source_train_auc,source_val_auc,target_test_auc,target_pr_auc,target_balanced_acc,target_macro_f1,target_licensed_consistency,target_illegal_consistency,target_illegal_recall_at_youden,target_mean_pred_illegal,target_label_class_count,target_has_complete_binary_labels,configured_primary_metric,effective_primary_metric,primary_metric_direction,primary_metric_value,threshold,domain_acc_final,pseudo_label_quality,best_epoch,best_source_val_score,selection_policy,best_state_min_epoch,trained_epochs,force_full_epochs,purpose,runtime_s,wall_runtime_s,encoder_checkpoint
2026-09-08T14:37:02.255585+00:00,T2_ON,dann,42,325,58,263,62,24,0.9694174757281554,0.9725877192982456,,,0.5,0.3333333333333333,0.5,,,0.3818150144070387,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.3818150144070387,0.28060251474380493,0.8888888955116272,,64,0.9725877192982456,best_source_val_after_dann_warmup,20,89,False,classifier,8.291914224624634,8.653388977050781,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:38:29.981349+00:00,T2_ON,dann,43,325,58,261,64,24,0.9816870144284129,0.8923076923076924,,,0.5416666666666666,0.35135135135135137,0.5416666666666666,,,0.38546034675770596,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.38546034675770596,0.42437008023262024,0.8847457766532898,,78,0.8923076923076924,best_source_val_after_dann_warmup,20,103,False,classifier,9.18065595626831,9.553445816040039,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:39:45.867342+00:00,T2_ON,dann,44,325,58,258,67,24,0.948035567887999,0.9268292682926829,,,0.5416666666666666,0.35135135135135137,0.5416666666666666,,,0.3603926283152153,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.3603926283152153,0.4839996099472046,0.8835616707801819,,37,0.9268292682926829,best_source_val_after_dann_warmup,20,80,False,classifier,6.856138706207275,7.213280200958252,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:41:05.424554+00:00,T2_ON,dann,45,325,58,259,66,24,0.9892843714751222,0.9528846153846153,,,0.5416666666666666,0.35135135135135137,0.5416666666666666,,,0.31576235600126284,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.31576235600126284,0.23557785153388977,0.8839590549468994,,75,0.9528846153846153,best_source_val_after_dann_warmup,20,100,False,classifier,8.96720576286316,9.322604179382324,heco_encoder__tau0.7__seed45.pt
2026-09-08T14:42:44.548278+00:00,T2_ON,dann,46,325,58,263,62,24,0.9938713592233009,0.9879385964912281,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,,0.35469712622261795,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.35469712622261795,0.7691147327423096,0.8855218887329102,,113,0.9879385964912281,best_source_val_after_dann_warmup,20,138,False,classifier,12.366464138031006,12.721951007843018,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:38:05.379407+00:00,T2_ON,dann_strurw,42,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,,0.005200023461005306,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.005200023461005306,0.34200796484947205,0.8855218887329102,1.0,87,1.0,best_source_val_after_dann_warmup,20,200,True,final_classifier,17.923811197280884,31.324073553085327,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:39:32.113625+00:00,T2_ON,dann_strurw,43,325,58,261,64,24,1.0,1.0,,,1.0,0.5,1.0,,,0.00021603086610451567,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.00021603086610451567,0.9985232949256897,0.8847457766532898,1.0,200,1.0,best_source_val_after_dann_warmup,20,200,True,final_classifier,18.5957772731781,31.081912994384766,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:40:47.711423+00:00,T2_ON,dann_strurw,44,325,58,258,67,24,1.0,0.99906191369606,,,1.0,0.5,1.0,,,0.0004697628609636369,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.0004697628609636369,0.006642364431172609,0.8835616707801819,1.0,98,0.99906191369606,best_source_val_after_dann_warmup,20,200,True,final_classifier,17.153398513793945,30.58476161956787,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:42:14.324398+00:00,T2_ON,dann_strurw,45,325,58,259,66,24,1.0,1.0,,,0.9583333333333334,0.48936170212765956,0.9583333333333334,,,0.08607270910299229,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.08607270910299229,0.9983704686164856,0.8839590549468994,1.0,200,1.0,best_source_val_after_dann_warmup,20,200,True,final_classifier,19.42905831336975,34.81772327423096,heco_encoder__tau0.7__seed45.pt
2026-09-08T14:43:56.940502+00:00,T2_ON,dann_strurw,46,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,,0.02938872988033017,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.02938872988033017,0.9991374015808105,0.8855218887329102,1.0,200,1.0,best_source_val_after_dann_warmup,20,200,True,final_classifier,18.68000841140747,34.63811469078064,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:36:53.595672+00:00,T2_ON,source_only,42,325,58,263,62,24,0.9976941747572815,0.9791666666666666,,,0.625,0.38461538461538464,0.625,,,0.30277217138952867,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.30277217138952867,0.2993318736553192,,,103,0.9791666666666666,best_source_val,1,128,False,classifier,11.100871801376343,11.444602489471436,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:38:20.419916+00:00,T2_ON,source_only,43,325,58,261,64,24,0.9995683808114441,0.9333333333333333,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,,0.3437696565912726,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.3437696565912726,0.16830222308635712,,,144,0.9333333333333333,best_source_val,1,169,False,classifier,14.262829780578613,14.610374689102173,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:39:38.648441+00:00,T2_ON,source_only,44,325,58,258,67,24,0.9644951756322129,0.9221388367729833,,,0.625,0.38461538461538464,0.625,,,0.36281932587735355,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.36281932587735355,0.5042688846588135,,,43,0.9221388367729833,best_source_val,1,68,False,classifier,5.766541004180908,6.127637624740601,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:40:56.096408+00:00,T2_ON,source_only,45,325,58,259,66,24,0.9922296027071063,0.9500000000000001,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,,0.2889662125768761,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.2889662125768761,0.48046356439590454,,,62,0.9500000000000001,best_source_val,1,87,False,classifier,7.668828248977661,8.005932807922363,heco_encoder__tau0.7__seed45.pt
2026-09-08T14:42:31.818810+00:00,T2_ON,source_only,46,325,58,263,62,24,0.9998179611650486,0.9912280701754386,,,0.5416666666666666,0.35135135135135137,0.5416666666666666,,,0.21547108370267173,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.21547108370267173,0.0867193266749382,,,168,0.9912280701754386,best_source_val,1,193,False,classifier,16.732823371887207,17.08316397666931,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:37:34.047888+00:00,T2_ON,strurw,42,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,,7.930586955732603e-05,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,7.930586955732603e-05,0.8254666328430176,,1.0,200,1.0,last_epoch,1,200,True,final_classifier,18.636767864227295,31.78888773918152,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:39:01.029193+00:00,T2_ON,strurw,43,325,58,261,64,24,1.0,1.0,,,1.0,0.5,1.0,,,0.0004934459114940282,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.0004934459114940282,0.9999185800552368,,1.0,200,1.0,last_epoch,1,200,True,final_classifier,18.72126531600952,31.044323921203613,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:40:17.118621+00:00,T2_ON,strurw,44,325,58,258,67,24,1.0,0.99906191369606,,,1.0,0.5,1.0,,,0.0002806142234639634,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.0002806142234639634,0.0037856590934097767,,1.0,200,1.0,last_epoch,1,200,True,final_classifier,17.753387928009033,31.249146699905396,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:41:39.499766+00:00,T2_ON,strurw,45,325,58,259,66,24,1.0,1.0,,,1.0,0.5,1.0,,,0.0004231656573949749,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,0.0004231656573949749,0.9999899864196777,,1.0,200,1.0,last_epoch,1,200,True,final_classifier,18.687171459197998,34.072216510772705,heco_encoder__tau0.7__seed45.pt
2026-09-08T14:43:22.296278+00:00,T2_ON,strurw,46,325,58,263,62,24,1.0,1.0,,,1.0,0.5,1.0,,,5.709646578851609e-05,1,False,mean_pred_illegal,mean_pred_illegal_lower_is_better,lower_is_better,5.709646578851609e-05,0.9999970197677612,,1.0,200,1.0,last_epoch,1,200,True,final_classifier,21.31788992881775,37.74452805519104,heco_encoder__tau0.7__seed46.pt
2026-09-08T14:30:16.804732+00:00,T2_PH,dann,42,325,33,263,62,14,0.9935072815533981,0.9725877192982456,0.625,0.6812520812520811,0.6041666666666666,0.5906432748538011,0.875,0.3333333333333333,0.3333333333333333,0.2747299414705984,2,True,roc_auc,roc_auc,higher_is_better,0.625,0.3344351649284363,0.936170220375061,,102,0.9725877192982456,best_source_val_after_dann_warmup,20,127,False,classifier,11.436031103134155,12.101699352264404,heco_encoder__tau0.7__seed42.pt
2026-09-08T14:31:38.658013+00:00,T2_PH,dann,43,325,33,261,64,14,0.9797755580219509,0.9046153846153845,0.5416666666666667,0.4888278388278388,0.5833333333333333,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.44824637902566494,2,True,roc_auc,roc_auc,higher_is_better,0.5416666666666667,0.5043274164199829,0.9357143044471741,,82,0.9046153846153845,best_source_val_after_dann_warmup,20,107,False,classifier,8.5144522190094,8.809913873672485,heco_encoder__tau0.7__seed43.pt
2026-09-08T14:32:40.032957+00:00,T2_PH,dann,44,325,33,258,67,14,0.9642429211073973,0.924015009380863,0.49999999999999994,0.5537749287749288,0.5,0.49743589743589745,0.5,0.5,0.5,0.31827969200036577,2,True,roc_auc,roc_auc,higher_is_better,0.49999999999999994,0.2961525022983551,0.9314079284667969,,49,0.924015009380863,best_source_val_after_dann_warmup,20,80,False,classifier,7.132392406463623,7.490596294403076,heco_encoder__tau0.7__seed44.pt
2026-09-08T14:33:47.959352+00:00,T2_PH,dann,45,325,33,259,66,14,0.9889710490036345,0.9451923076923077,0.31250000000000006,0.36524170274170276,0.3333333333333333,0.3262032085561497,0.5,0.16666666666666666,0.16666666666666666,0.3812608056884658,2,True,roc_auc,roc_auc,higher_is_better,0.31250000000000006,0.53803950548172,0.931654691696167,,77,0.9451923076923077,best_source_val_after_dann_warmup,20,102,False,classifier,9.112088441848755,9.464473962783813,heco_encoder__tau0.7__seed45.pt
