transfer_id,seed,method,K,beta,editor_lr,init_keep_logit,target_test_auc,target_illegal_recall_at_youden,youden_threshold,target_mean_pred_illegal,source_val_auc,best_epoch,trained_epochs,risk_var_last,runtime_s,encoder_checkpoint,implementation,is_posthoc
T2_PH,43,eerm_real_K2,2,1.0,0.05,0.0,0.6666666666666667,0.6666666666666666,0.4028783440589905,0.3874379098415375,0.9117948717948718,94,119,0.0007593730697408,12.680346488952637,heco_encoder__tau0.7__seed43.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,44,eerm_real_K2,2,1.0,0.05,0.0,0.7916666666666666,0.1666666666666666,0.838476300239563,0.291073739528656,0.9343339587242028,90,115,5.064494689577259e-05,12.63683271408081,heco_encoder__tau0.7__seed44.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,45,eerm_real_K2,2,1.0,0.05,0.0,0.3541666666666666,0.3333333333333333,0.2922392189502716,0.3155907690525055,0.9403846153846154,84,109,0.0001062727824319,11.880369901657104,heco_encoder__tau0.7__seed45.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,46,eerm_real_K2,2,1.0,0.05,0.0,0.5833333333333334,0.1666666666666666,0.5197395086288452,0.3155467212200165,0.9714912280701754,63,88,3.195667886757292e-05,10.11068058013916,heco_encoder__tau0.7__seed46.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,42,eerm_real_K4,4,1.0,0.05,0.0,0.7708333333333334,0.3333333333333333,0.3095029592514038,0.2326573580503463,0.9769736842105264,70,95,0.0002284557995153,18.14011931419373,heco_encoder__tau0.7__seed42.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,43,eerm_real_K4,4,1.0,0.05,0.0,0.75,1.0,0.0176733918488025,0.550353467464447,0.9230769230769232,169,194,0.0001031156934914,36.46901965141296,heco_encoder__tau0.7__seed43.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,44,eerm_real_K4,4,1.0,0.05,0.0,0.5416666666666667,0.5,0.6199682354927063,0.5024126172065735,0.9315196998123828,32,57,0.0012593196006491,11.126110553741457,heco_encoder__tau0.7__seed44.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,45,eerm_real_K4,4,1.0,0.05,0.0,0.1458333333333333,0.5,0.2535129487514496,0.3535226285457611,0.9423076923076924,52,77,0.0001934986794367,14.769455432891846,heco_encoder__tau0.7__seed45.pt,adversarial_edge_editors_reinforce_variance,True
T2_PH,46,eerm_real_K4,4,1.0,0.05,0.0,0.5416666666666666,0.0,0.6224683523178101,0.3415127396583557,0.975877192982456,61,86,0.0002819404471665,16.663052558898926,heco_encoder__tau0.7__seed46.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,42,eerm_real_K2,2,1.0,0.05,0.0,1.0,0.5789473684210527,0.9999775886535645,0.5897075533866882,0.9107142857142856,166,191,0.0023821883369237,21.31480383872986,heco_encoder__tau0.7__seed42.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,43,eerm_real_K2,2,1.0,0.05,0.0,0.95,0.6,0.9999998807907104,0.6288617253303528,1.0,200,200,2.391789848843473e-06,23.172327995300293,heco_encoder__tau0.7__seed43.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,44,eerm_real_K2,2,1.0,0.05,0.0,0.9399999999999998,0.85,0.9561280012130736,0.5648118257522583,1.0,200,200,4.21968252339866e-06,22.69105195999145,heco_encoder__tau0.7__seed44.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,45,eerm_real_K2,2,1.0,0.05,0.0,0.9320987654320988,0.8333333333333334,0.9999992847442628,0.592872679233551,1.0,200,200,2.7840147595270537e-05,22.798969745635983,heco_encoder__tau0.7__seed45.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,46,eerm_real_K2,2,1.0,0.05,0.0,0.995,0.85,0.9988018274307252,0.5682970285415649,1.0,200,200,1.6026766616050736e-06,22.88399171829224,heco_encoder__tau0.7__seed46.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,42,eerm_real_K4,4,1.0,0.05,0.0,1.0,0.5263157894736842,0.9999104738235474,0.611534595489502,0.9107142857142856,64,89,0.000152579130372,17.186537981033325,heco_encoder__tau0.7__seed42.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,43,eerm_real_K4,4,1.0,0.05,0.0,0.955,0.6,0.9999998807907104,0.6307893991470337,1.0,200,200,0.0001094012113753,39.19396138191223,heco_encoder__tau0.7__seed43.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,44,eerm_real_K4,4,1.0,0.05,0.0,0.97,0.8,0.9999958276748656,0.5802120566368103,1.0,200,200,0.0012099042069166,38.82381582260132,heco_encoder__tau0.7__seed44.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,45,eerm_real_K4,4,1.0,0.05,0.0,0.9320987654320988,0.7777777777777778,0.9999996423721312,0.5926448106765747,1.0,200,200,0.000510029378347,38.89828038215637,heco_encoder__tau0.7__seed45.pt,adversarial_edge_editors_reinforce_variance,True
T3_DiagnoseFrance,46,eerm_real_K4,4,1.0,0.05,0.0,1.0,0.75,0.9999879598617554,0.6479926705360413,1.0,200,200,8.978410187410191e-05,39.41838836669922,heco_encoder__tau0.7__seed46.pt,adversarial_edge_editors_reinforce_variance,True
