seed,heldout_family,arm,alpha,binary_weight,shuffle_family_labels,scoring,TB_unseen_family_detection_auc,TA_family_attribution_top1,TA_chance,n_heldout,n_probes,n_train,n_centroids,mean_sim_heldout,mean_sim_probe,probes_in_training,probes_in_centroids,encoder_checkpoint,is_posthoc
44,bcgame,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.5,0.16666666666666666,0.16666666666666666,2,6,485,6,1.0000001192092896,1.0000001192092896,False,False,heco_encoder__tau0.7__seed44.pt,True
44,bcgame,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.5,0.5,0.16666666666666666,2,6,485,6,0.8694827556610107,0.824774980545044,False,False,heco_encoder__tau0.7__seed44.pt,True
44,bcgame,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.5,0.6666666666666666,0.16666666666666666,2,6,485,6,0.9429738521575928,0.8629223704338074,False,False,heco_encoder__tau0.7__seed44.pt,True
44,bcgame,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.25,0.3333333333333333,0.16666666666666666,2,6,485,6,0.9933737516403198,0.9805808663368225,False,False,heco_encoder__tau0.7__seed44.pt,True
44,freshbet,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.6666666666666666,0.16666666666666666,0.16666666666666666,2,6,485,6,1.0,1.0000001192092896,False,False,heco_encoder__tau0.7__seed44.pt,True
44,freshbet,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.4166666666666667,0.3333333333333333,0.16666666666666666,2,6,485,6,0.8363268375396729,0.7115456461906433,False,False,heco_encoder__tau0.7__seed44.pt,True
44,freshbet,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.33333333333333337,0.3333333333333333,0.16666666666666666,2,6,485,6,0.80694979429245,0.6730577945709229,False,False,heco_encoder__tau0.7__seed44.pt,True
44,freshbet,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.6666666666666667,0.5,0.16666666666666666,2,6,485,6,0.9971733093261719,0.9974430203437805,False,False,heco_encoder__tau0.7__seed44.pt,True
44,ggbet,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.3,0.16666666666666666,0.16666666666666666,10,6,477,6,1.0,1.0,False,False,heco_encoder__tau0.7__seed44.pt,True
44,ggbet,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.6333333333333333,0.6666666666666666,0.16666666666666666,10,6,477,6,0.6387429237365723,0.7520699501037598,False,False,heco_encoder__tau0.7__seed44.pt,True
44,ggbet,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.4666666666666666,0.6666666666666666,0.16666666666666666,10,6,477,6,0.7157483696937561,0.6879241466522217,False,False,heco_encoder__tau0.7__seed44.pt,True
44,ggbet,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.5833333333333334,0.5,0.16666666666666666,10,6,477,6,0.9876128435134888,0.9789731502532959,False,False,heco_encoder__tau0.7__seed44.pt,True
44,icecasino,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.6666666666666667,0.16666666666666666,0.16666666666666666,6,6,481,6,1.0,1.0,False,False,heco_encoder__tau0.7__seed44.pt,True
44,icecasino,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.7222222222222223,0.3333333333333333,0.16666666666666666,6,6,481,6,0.8449729084968567,0.9001345038414001,False,False,heco_encoder__tau0.7__seed44.pt,True
44,icecasino,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.8055555555555556,0.5,0.16666666666666666,6,6,481,6,0.8630075454711914,0.9193482398986816,False,False,heco_encoder__tau0.7__seed44.pt,True
44,icecasino,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.7777777777777779,0.6666666666666666,0.16666666666666666,6,6,481,6,0.979755163192749,0.9877057075500488,False,False,heco_encoder__tau0.7__seed44.pt,True
44,tsars,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.33333333333333337,0.16666666666666666,0.16666666666666666,9,6,478,6,1.0,1.0,False,False,heco_encoder__tau0.7__seed44.pt,True
44,tsars,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),0.7592592592592593,0.6666666666666666,0.16666666666666666,9,6,478,6,0.6869839429855347,0.8028623461723328,False,False,heco_encoder__tau0.7__seed44.pt,True
44,tsars,A3_supcon_only,1.0,0.0,False,cosine_to_seen_centroids (identical across arms),0.7777777777777778,0.8333333333333334,0.16666666666666666,9,6,478,6,0.6736599802970886,0.8273280262947083,False,False,heco_encoder__tau0.7__seed44.pt,True
44,tsars,A4_shuffled,0.5,1.0,True,cosine_to_seen_centroids (identical across arms),0.925925925925926,0.8333333333333334,0.16666666666666666,9,6,478,6,0.9570954442024231,0.9870829582214355,False,False,heco_encoder__tau0.7__seed44.pt,True
44,verdecasino,A1_no_supcon,0.0,1.0,False,cosine_to_seen_centroids (identical across arms),0.29166666666666663,0.16666666666666666,0.16666666666666666,4,6,483,6,1.000000238418579,1.0,False,False,heco_encoder__tau0.7__seed44.pt,True
44,verdecasino,A2_dual,0.5,1.0,False,cosine_to_seen_centroids (identical across arms),1.0,0.6666666666666666,0.16666666666666666,4,6,483,6,0.8468160033226013,0.9591291546821594,False,False,heco_encoder__tau0.7__seed44.pt,True
