transfer_id,K,eerm_real,eerm_proxy,source_only,delta_vs_source_only,risk_var
T1_Nordic,2,0.2580645161290322,0.2193548387096774,0.2064516129032258,0.05161290322580639,0.00018350132995691425
T1_Nordic,4,0.2903225806451613,0.2387096774193548,0.2064516129032258,0.0838709677419355,0.00027520727599036
T2_ON,2,0.6758931756019593,0.7157921800934218,0.6972403099724594,-0.021347134370500176,0.0004012893143226291
T2_ON,4,0.6700929820537567,0.6762704234017292,0.6972403099724594,-0.02714732791870278,0.00041326604405180005
T2_PH,2,0.6291666666666667,0.5791666666666666,0.6416666666666666,-0.012499999999999956,0.0004012893143226291
T2_PH,4,0.55,0.6,0.6416666666666666,-0.09166666666666656,0.00041326604405180005
T3_DiagnoseFrance,2,0.9634197530864197,0.9927654320987652,0.9861234567901235,-0.02270370370370378,0.0004836485267105635
T3_DiagnoseFrance,4,0.9714197530864197,0.9855308641975308,0.9861234567901235,-0.014703703703703774,0.0004143396057770004
