created_at_utc,task,model,seed,best_epoch,best_val_score,trained_epochs,threshold,val_roc_auc,val_balanced_accuracy,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_macro_f1,test_licensed_consistency,test_illegal_consistency,test_mean_pred_illegal,runtime_s,experiment,permutation_id,reference_family,heldout_positive_count,encoder_checkpoint
2026-04-28T13:14:26.201246+00:00,E3_permutation,heco_disc_lr_finetune,42,65,0.9983739837398372,90,0.813850998878479,0.9983739837398372,0.9878048780487804,1.0,1.0,0.988095238095238,0.9384203480589022,0.9761904761904762,1.0,0.1476595338686967,4.680701732635498,E3_permutation,38,bcdot,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:14:37.811365+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9994230270385742,1.0,1.0,1.0,1.0,0.75,0.8208333333333333,1.0,0.5,0.0924839175887777,11.345476865768433,E3_permutation,39,verdecasino,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:14:44.661435+00:00,E3_permutation,heco_disc_lr_finetune,42,52,1.0,77,0.8328295946121216,1.0,1.0,1.0,1.0,0.9761904761904762,0.8211382113821137,0.9523809523809524,1.0,0.1003450366131144,6.53946328163147,E3_permutation,40,freshbet,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:14:49.451388+00:00,E3_permutation,heco_disc_lr_finetune,42,16,0.9951219512195122,50,0.2276177555322647,0.9951219512195122,0.9878048780487804,0.9878048780487804,0.8333333333333333,0.9878048780487804,0.8938271604938272,0.975609756097561,1.0,0.1345713971355973,4.414628982543945,E3_permutation,41,bcgame,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:14:53.800647+00:00,E3_permutation,heco_disc_lr_finetune,42,15,0.9868667917448404,50,0.1667087078094482,0.9868667917448404,0.9390243902439024,0.9609756097560976,0.8969172932330827,0.8634146341463416,0.8500881834215167,0.926829268292683,0.8,0.12774174269654,3.9841909408569336,E3_permutation,42,ggbet,10,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:14:58.374353+00:00,E3_permutation,heco_disc_lr_finetune,42,29,0.9982578397212544,54,0.47157683968544,0.9982578397212544,0.9878048780487804,0.9841269841269842,0.9435897435897438,0.9206349206349206,0.9029803424223208,0.9523809523809524,0.8888888888888888,0.1211545927614177,4.205489158630371,E3_permutation,43,tsars,9,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:15:15.206226+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.7446393966674805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.126684993881304,16.452991247177124,E3_permutation,44,icecasino,6,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:15:26.533401+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.5474456548690796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1011970623786363,11.024986028671265,E3_permutation,45,bcdot,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:15:38.141435+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.7364131212234497,1.0,1.0,1.0,1.0,0.988095238095238,0.9384203480589022,0.9761904761904762,1.0,0.1074432370489688,11.347731351852415,E3_permutation,46,verdecasino,4,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
2026-04-28T13:15:50.096998+00:00,E3_permutation,heco_disc_lr_finetune,42,200,1.0,200,0.9856944680213928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0510193159308037,11.69684100151062,E3_permutation,47,freshbet,2,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
