task,model,num_runs,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,threshold_mean,threshold_std
heco_pooled_primary,heco_frozen_linear,4,0.8996674057649668,0.01870791245087162,0.8934624494966372,0.01473419289044305,0.8113451589061345,0.029423284250523856,0.8028484574223803,0.03688823029294713,0.43337932229042053,0.006144869880860987
heco_pooled_primary,heco_full_finetune,4,0.9842941611234295,0.00435300036562817,0.9824679542645376,0.005085728530890443,0.9271064301552107,0.01302202012813238,0.928081540213107,0.017076048806640952,0.4675275534391403,0.03524250182683604
