temperature,seed,best_epoch,best_contrastive_loss,num_positive_pairs,avg_positive_targets,frozen_linear_roc_auc,full_finetune_roc_auc,frozen_linear_val_roc_auc,full_finetune_val_roc_auc,selected_by
0.1,42,144,4.212566375732422,2594,4.163723916532906,0.8758314855875832,0.9874353288987435,0.7534562211981568,0.9685099846390169,
0.3,42,144,4.211928367614746,2594,4.163723916532906,0.886917960088692,0.9896526237989653,0.7849462365591399,0.9769585253456221,
0.5,42,149,4.211844444274902,2594,4.163723916532906,0.9179600886917961,0.9807834441980784,0.7803379416282643,0.9608294930875576,
0.7,42,190,4.211770057678223,2594,4.163723916532906,0.917960088691796,0.9793052475979305,0.8632872503840245,0.9639016897081413,max_frozen_linear_val_roc_auc
