created_at_utc,target_id,shot,actual_shot_per_class,seed,checkpoint_seed,feature_condition,source_only_auc,fewshot_auc,delta_auc,pr_auc,f1,balanced_accuracy,precision,recall,n_target_train,n_target_test,best_epoch,trained_epochs,threshold,encoder_checkpoint,training_mode,training_strategy,split_file,is_posthoc,runtime_s
2026-05-08T13:43:05.758280+00:00,T2_PH,10,8,3,45,graph-only,0.4375,0.9791666666666666,0.5416666666666666,0.9523809523809524,0.9230769230769231,0.9375,0.8571428571428571,1.0,16,14,148,173,0.5573208928108215,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,output\week9\splits\W9_T2_PH__graph_only__k10__seed3_split.csv,True,14.605058670043945
2026-05-08T13:43:57.315984+00:00,T2_PH,10,8,4,46,graph-only,0.25,0.8125,0.5625,0.810515873015873,0.6666666666666666,0.75,1.0,0.5,16,14,196,200,0.49409914016723633,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,output\week9\splits\W9_T2_PH__graph_only__k10__seed4_split.csv,True,16.973998546600342
2026-05-08T13:48:11.111094+00:00,T2_PH,0,0,0,42,graph-only,0.9375,0.9375,0.0,0.9444444444444444,0.8541666666666667,0.8541666666666667,,0.8333333333333334,0,14,145,170,0.5088267922401428,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,source_only_baseline_from_corrected_E5,source_only_baseline_from_corrected_E5,output\week9\splits\W9_T2_PH__graph_only__k0__seed0_split.csv,True,15.56857705116272
2026-05-08T13:48:11.112109+00:00,T2_PH,0,0,1,43,graph-only,0.7395833333333334,0.7395833333333334,0.0,0.7777777777777778,0.641025641025641,0.6458333333333333,,0.6666666666666666,0,14,120,145,0.5827561616897583,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,source_only_baseline_from_corrected_E5,source_only_baseline_from_corrected_E5,output\week9\splits\W9_T2_PH__graph_only__k0__seed1_split.csv,True,14.036326169967651
2026-05-08T13:48:11.114107+00:00,T2_PH,0,0,2,44,graph-only,0.625,0.625,0.0,0.6908119658119657,0.65,0.6666666666666666,,0.3333333333333333,0,14,134,159,0.5209313631057739,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,source_only_baseline_from_corrected_E5,source_only_baseline_from_corrected_E5,output\week9\splits\W9_T2_PH__graph_only__k0__seed2_split.csv,True,14.835887432098389
2026-05-08T13:48:11.115100+00:00,T2_PH,0,0,3,45,graph-only,0.4375,0.4375,0.0,0.5265151515151515,0.475,0.5208333333333334,,0.1666666666666666,0,14,179,200,0.4463479220867157,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,source_only_baseline_from_corrected_E5,source_only_baseline_from_corrected_E5,output\week9\splits\W9_T2_PH__graph_only__k0__seed3_split.csv,True,18.74928045272827
2026-05-08T13:48:11.116935+00:00,T2_PH,0,0,4,46,graph-only,0.25,0.25,0.0,0.3603174603174603,0.3,0.375,,0.0,0,14,119,144,0.6546653509140015,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,source_only_baseline_from_corrected_E5,source_only_baseline_from_corrected_E5,output\week9\splits\W9_T2_PH__graph_only__k0__seed4_split.csv,True,13.941159725189207
2026-05-04T14:34:30.119325+00:00,T2_PH,1,1,0,42,no-ccTLD,0.7916666666666666,0.9375,0.14583333333333337,0.9150793650793649,0.8333333333333334,0.8541666666666667,0.8333333333333334,0.8333333333333334,2,14,99,124,0.24863652884960175,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,output\week9\splits\W9_T2_PH__no_ccTLD__k1__seed0_split.csv,True,6.144099473953247
2026-05-04T14:34:56.110125+00:00,T2_PH,1,1,1,43,no-ccTLD,0.7083333333333333,0.7916666666666667,0.08333333333333348,0.6607142857142857,0.7058823529411765,0.6875,0.5454545454545454,1.0,2,14,188,200,0.2038978785276413,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,output\week9\splits\W9_T2_PH__no_ccTLD__k1__seed1_split.csv,True,10.241356372833252
2026-05-04T14:35:12.834990+00:00,T2_PH,1,1,2,44,no-ccTLD,0.5833333333333334,0.6875,0.10416666666666663,0.723087098087098,0.5454545454545454,0.625,0.6,0.5,2,14,75,100,0.5512235760688782,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,output\week9\splits\W9_T2_PH__no_ccTLD__k1__seed2_split.csv,True,4.973377227783203
