task,head_type,model,num_runs,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,val_roc_auc_mean,val_roc_auc_std
head_ablation,attention,heco_attention_head,5,0.9321514888634772,0.07155830253346089,0.9282095035941446,0.08198536095989649,0.8579404693563785,0.08071526501903703,0.8539171013084716,0.08335680690513525,0.963439804032841,0.03384628257225908
head_ablation,fixed_mean,heco_fixed_mean_head,5,0.9735092576177454,0.016320530954841074,0.9736548626944357,0.01562326704675952,0.8922405806761088,0.02672309966996711,0.8919703875699228,0.02819949233795022,0.9697542537452059,0.021304698325305883
head_ablation,linear,heco_linear_head,5,0.9474739679115685,0.05638977456756819,0.9378331447273002,0.07107891065530234,0.8798052024465246,0.06068758332624286,0.8753146105156665,0.06833241779092397,0.9636940744149636,0.03455283825706241
head_ablation,metapath_only,heco_metapath_only_head,5,0.8294385964664601,0.03386986759645728,0.8145326580690135,0.04193282176071509,0.7306727891819421,0.05058759081563812,0.7281241304712006,0.05668889974014379,0.8174155732151405,0.04193981373622995
head_ablation,mlp_64,heco_mlp_64_head,5,0.9705483583159852,0.015506583130578075,0.9697881058432447,0.013986213521415198,0.9052813462011091,0.014420993300161201,0.9054047807319673,0.014822900174573357,0.9668394485792204,0.020941924171206258
head_ablation,schema_only,heco_schema_only_head,5,0.9413379167659865,0.04741076815069042,0.9322197233616392,0.06329250672717165,0.8707793279442111,0.060327160687137504,0.8709988802521258,0.05972053653045628,0.9641211784543806,0.03344350147271113
