task,model,seed,temperature,created_at_utc,roc_auc,pr_auc,balanced_accuracy,macro_f1,threshold,val_roc_auc,best_epoch,best_val_roc_auc,finetune_checkpoint,encoder_source,encoder_checkpoint
pooled_primary_finetune_uniform_lr,heco_uniform_lr_finetune,42,0.7,2026-04-25T02:31:03.574529+00:00,0.9822616407982262,0.9807154344683418,0.8750923872875093,0.8648648648648649,0.31763792037963867,0.9639016897081414,57,0.9639016897081414,<workspace_root>\output\week6\checkpoints\heco_uniform_lr_finetune__seed42.pt,existing_checkpoint,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt
pooled_primary_finetune_uniform_lr,heco_uniform_lr_finetune,43,0.7,2026-04-25T02:31:13.379540+00:00,0.9555403556771547,0.9457440127500173,0.8977428180574556,0.8952380952380952,0.5399182438850403,0.9704360679970436,136,0.9704360679970436,<workspace_root>\output\week6\checkpoints\heco_uniform_lr_finetune__seed43.pt,existing_checkpoint,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
pooled_primary_finetune_uniform_lr,heco_uniform_lr_finetune,44,0.7,2026-04-25T02:31:24.897487+00:00,0.9814516129032258,0.9805539337323017,0.9266129032258064,0.9281521959117587,0.567399799823761,0.9801829268292683,107,0.9801829268292683,<workspace_root>\output\week6\checkpoints\heco_uniform_lr_finetune__seed44.pt,existing_checkpoint,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
pooled_primary_finetune_uniform_lr,heco_uniform_lr_finetune,45,0.7,2026-04-25T02:31:41.440416+00:00,0.9621262458471761,0.9656196249235299,0.9132890365448505,0.9098861198217527,0.34678468108177185,0.9856060606060606,183,0.9856060606060606,<workspace_root>\output\week6\checkpoints\heco_uniform_lr_finetune__seed45.pt,existing_checkpoint,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt
pooled_primary_finetune_uniform_lr,heco_uniform_lr_finetune,46,0.7,2026-04-25T02:31:45.306571+00:00,0.7871740662438337,0.7503481362614657,0.6867512332628611,0.68824683431425,0.471436083316803,0.89247311827957,13,0.89247311827957,<workspace_root>\output\week6\checkpoints\heco_uniform_lr_finetune__seed46.pt,existing_checkpoint,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt
