transfer_id,K,eerm_adv_fixed,eerm_adv_buggy,eerm_proxy,source_only,delta,risk_var_mean
T1_Nordic,2,0.2580645161290322,0.2580645161290322,0.2193548387096774,0.2064516129032258,0.05161290322580639,0.00013948668201918085
T1_Nordic,4,0.264516129032258,0.2903225806451613,0.2387096774193548,0.2064516129032258,0.05806451612903221,0.00010314919127265693
T2_ON,2,0.6728151559829711,0.6758931756019593,0.7157921800934218,0.6972403099724594,-0.024425153989488302,0.0002339540566844044
T2_ON,4,0.6747755348682404,0.6700929820537567,0.6762704234017292,0.6972403099724594,-0.02246477510421907,0.00019926227614626874
T2_PH,2,0.6125,0.6291666666666667,0.5791666666666666,0.6416666666666666,-0.029166666666666563,0.0002339540566844044
T2_PH,4,0.6458333333333333,0.55,0.6,0.6416666666666666,0.004166666666666652,0.00019926227614626874
T3_DiagnoseFrance,2,0.9705925925925927,0.9634197530864197,0.9927654320987652,0.9861234567901235,-0.015530864197530803,9.352844071100232e-05
T3_DiagnoseFrance,4,0.9744197530864198,0.9714197530864197,0.9855308641975308,0.9861234567901235,-0.01170370370370366,0.00028303089347899286
