created_at_utc,transfer_id,method,seed,source_size,target_size,source_train_size,source_val_size,target_test_size,source_train_auc,source_val_auc,target_test_auc,target_pr_auc,target_balanced_acc,target_macro_f1,target_licensed_consistency,target_illegal_consistency,target_illegal_recall_at_youden,target_mean_pred_illegal,target_label_class_count,target_has_complete_binary_labels,configured_primary_metric,effective_primary_metric,primary_metric_direction,primary_metric_value,threshold,domain_acc_final,pseudo_label_quality,best_epoch,best_source_val_score,selection_policy,best_state_min_epoch,trained_epochs,force_full_epochs,purpose,runtime_s,experiment,config_id,feature_mode,edge_mode,encoder_checkpoint,is_posthoc
2026-04-30T13:45:23.122878+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,1.0,1.0,0.6913580246913581,0.8164737604049198,0.6388888888888888,0.5903448275862069,0.7777777777777778,0.5,0.5,0.8747185948822234,2,True,roc_auc,roc_auc,higher_is_better,0.6913580246913581,0.9999996423721313,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,21.680586338043213,E5_structure_vs_lexical,C4_graph_only,zero_website_all,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:45:42.090448+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,0.9934289127837514,1.0,0.9320987654320987,0.9723239723239723,0.9444444444444444,0.9205882352941177,1.0,0.8888888888888888,0.8888888888888888,0.609950567525798,2,True,roc_auc,roc_auc,higher_is_better,0.9320987654320987,0.9999986886978149,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,18.477675676345825,E5_structure_vs_lexical,C5_lex_only,website_lexical_only,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:46:01.236899+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,0.9934289127837514,1.0,0.9320987654320987,0.9723239723239723,0.9444444444444444,0.9205882352941177,1.0,0.8888888888888888,0.8888888888888888,0.609950567525798,2,True,roc_auc,roc_auc,higher_is_better,0.9320987654320987,0.9999986886978149,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,18.77957844734192,E5_structure_vs_lexical,C6_no_edges,full,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:46:22.266446+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,1.0,1.0,0.9506172839506173,0.9793169793169794,0.9444444444444444,0.9205882352941177,1.0,0.8888888888888888,0.8888888888888888,0.5963755704918983,2,True,roc_auc,roc_auc,higher_is_better,0.9506172839506173,1.0,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,20.560489177703857,E5_structure_vs_lexical,C7_no_cert_edge,full,remove_uses_cert,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:46:44.753676+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,1.0,1.0,1.0,1.0,0.9166666666666667,0.8831168831168831,1.0,0.8333333333333334,0.8333333333333334,0.6076747055215347,2,True,roc_auc,roc_auc,higher_is_better,1.0,1.0,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,21.94339871406555,E5_structure_vs_lexical,C8_no_registrar_edge,full,remove_registered_via,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:47:04.205950+00:00,T3_DiagnoseFrance,source_only,45,73,72,58,15,27,1.0,1.0,0.9506172839506173,0.9802631578947368,0.8888888888888888,0.8465909090909092,1.0,0.7777777777777778,0.7777777777777778,0.5926142658800507,2,True,roc_auc,roc_auc,higher_is_better,0.9506172839506173,1.0,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,18.96210289001465,E5_structure_vs_lexical,C9_infra_edges_only,full,infra_only,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True
2026-04-30T13:47:24.117316+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,1.0,1.0,0.925,0.8942420681551116,1.0,0.85,0.85,0.6991897901484383,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.9999539852142334,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,19.39625072479248,E5_structure_vs_lexical,C1_full,full,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:47:41.340257+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,0.9199999999999999,0.9666865038413026,0.8500000000000001,0.8237367802585194,0.9,0.8,0.8,0.5877768088493792,2,True,roc_auc,roc_auc,higher_is_better,0.9199999999999999,0.76192307472229,,,156,1.0,best_source_val,1,181,False,E5_structure_vs_lexical,16.82837224006653,E5_structure_vs_lexical,C2_no_cctld,no_cctld,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:48:02.084501+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,0.79,0.8489050861419283,0.75,0.7619047619047619,0.6,0.9,0.9,0.7798702465792303,2,True,roc_auc,roc_auc,higher_is_better,0.79,0.9519886374473572,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,20.17627716064453,E5_structure_vs_lexical,C3_no_website_lexical,zero_website_lexical,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:48:21.975239+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,0.79,0.8489050861419283,0.75,0.7619047619047619,0.6,0.9,0.9,0.7798702465792303,2,True,roc_auc,roc_auc,higher_is_better,0.79,0.9519886374473572,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,19.457211017608643,E5_structure_vs_lexical,C4_graph_only,zero_website_all,full,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:48:39.981966+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,0.992831541218638,1.0,1.0,1.0,0.9,0.8611111111111112,1.0,0.8,0.8,0.6041782956807462,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.9987589120864868,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,17.506001234054565,E5_structure_vs_lexical,C5_lex_only,website_lexical_only,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:48:58.381613+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,0.992831541218638,1.0,1.0,1.0,0.9,0.8611111111111112,1.0,0.8,0.8,0.6041782956807462,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.9987589120864868,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,18.00458073616028,E5_structure_vs_lexical,C6_no_edges,full,empty_all,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:49:18.952519+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,0.9450000000000001,0.978341384863124,0.95,0.9282296650717703,1.0,0.9,0.9,0.5974169040432209,2,True,roc_auc,roc_auc,higher_is_better,0.9450000000000001,0.5884938836097717,,,197,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,20.073492527008057,E5_structure_vs_lexical,C7_no_cert_edge,full,remove_uses_cert,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:49:40.016052+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,1.0,1.0,0.9,0.8611111111111112,1.0,0.8,0.8,0.6649261471174273,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.9994254112243652,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,20.412748098373413,E5_structure_vs_lexical,C8_no_registrar_edge,full,remove_registered_via,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
2026-04-30T13:50:01.711461+00:00,T3_DiagnoseFrance,source_only,46,73,72,58,15,30,1.0,1.0,1.0,1.0,0.925,0.8942420681551116,1.0,0.85,0.85,0.6991897901484383,2,True,roc_auc,roc_auc,higher_is_better,1.0,0.9999539852142334,,,200,1.0,best_source_val,1,200,False,E5_structure_vs_lexical,21.153839588165283,E5_structure_vs_lexical,C9_infra_edges_only,full,infra_only,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True
