seed,source_region,target_region,source_size,target_size,target_label_class_count,target_metric_name,target_quasi_metric,target_roc_auc,target_illegal_recall_at_youden,target_mean_pred_illegal,target_one_minus_mean_pred_illegal,threshold,logme_source,logme_cross,h_divergence,wasserstein,encoder_checkpoint
43,Philippines,Germany,33,40,1,one_minus_mean_pred_illegal,0.6205114048984205,,,0.3794885951015795,0.6205114048984205,0.20547813002875503,-8.527388262700853,-7.048649168760914,1.8361904761904762,0.15162517340043494,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,Italy,33,34,1,illegal_recall_at_youden,1.0,,1.0,0.7413835882362788,0.2586164117637212,0.20547813002875503,-8.527388262700853,-6.8904803180738465,1.5208791208791212,0.18414273363741376,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,Netherlands,33,5,1,illegal_recall_at_youden,1.0,,1.0,0.3554427772449856,0.6445572227550145,0.20547813002875503,-8.527388262700853,-8.388146766915687,1.4714285714285715,0.21498455834635355,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,Ontario,33,58,1,one_minus_mean_pred_illegal,0.6486807580205078,,,0.3513192419794921,0.6486807580205078,0.20547813002875503,-8.527388262700853,-5.646319308199546,1.7380116959064331,0.14314079607954538,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,Spain,33,39,1,one_minus_mean_pred_illegal,0.6617725887226413,,,0.3382274112773586,0.6617725887226413,0.20547813002875503,-8.527388262700853,-6.826464238641043,1.7790476190476192,0.181078029240282,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,Sweden,33,27,1,one_minus_mean_pred_illegal,0.6058358915484863,,,0.3941641084515137,0.6058358915484863,0.20547813002875503,-8.527388262700853,-7.515497175872193,0.9333333333333331,0.17491568491497336,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
43,Philippines,United Kingdom,33,39,1,one_minus_mean_pred_illegal,0.5644089688429235,,,0.43559103115707654,0.5644089688429235,0.20547813002875503,-8.527388262700853,-7.390180052888704,1.4971428571428573,0.23010208731402465,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt
44,Belgium,Denmark,69,77,1,illegal_recall_at_youden,0.961038961038961,,0.961038961038961,0.7055158847878729,0.29448411521212714,0.5433547529194659,-5.318251830508165,-2.750200235264143,1.4795402298850577,0.042259397187196464,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,France,69,72,2,roc_auc,0.8975694444444444,0.8975694444444444,0.7083333333333334,0.5739397823377451,0.4260602176622549,0.5433547529194659,-5.318251830508165,-3.0898624334075455,0.7812807881773396,0.037483809558212317,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Germany,69,40,1,one_minus_mean_pred_illegal,0.49600366727502276,,,0.5039963327249772,0.49600366727502276,0.5433547529194659,-5.318251830508165,-3.7923144755283746,0.896969696969697,0.04315685676707061,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Italy,69,34,1,illegal_recall_at_youden,0.7941176470588235,,0.7941176470588235,0.729614173928268,0.270385826071732,0.5433547529194659,-5.318251830508165,-3.778051879904483,1.2247619047619045,0.05040906947399118,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Netherlands,69,5,1,illegal_recall_at_youden,0.6,,0.6,0.5503409613579142,0.4496590386420858,0.5433547529194659,-5.318251830508165,-5.03306329396132,1.7295238095238097,0.09492019717249914,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Ontario,69,58,1,one_minus_mean_pred_illegal,0.4566768624639146,,,0.5433231375360854,0.4566768624639146,0.5433547529194659,-5.318251830508165,-3.417531444279431,0.7126153846153849,0.04398625078253986,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Philippines,69,33,2,roc_auc,0.6127819548872181,0.6127819548872181,0.8571428571428571,0.6215340742910563,0.37846592570894366,0.5433547529194659,-5.318251830508165,-4.240108873175316,0.9790476190476189,0.04644820330082621,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Spain,69,39,1,one_minus_mean_pred_illegal,0.5437737417050136,,,0.4562262582949864,0.5437737417050136,0.5433547529194659,-5.318251830508165,-3.6871707429297165,1.5515151515151517,0.07210884899928557,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,Sweden,69,27,1,one_minus_mean_pred_illegal,0.44389710783420755,,,0.5561028921657925,0.44389710783420755,0.5433547529194659,-5.318251830508165,-4.22226682919048,0.96,0.06808277297556843,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Belgium,United Kingdom,69,39,1,one_minus_mean_pred_illegal,0.4763673437476962,,,0.5236326562523038,0.4763673437476962,0.5433547529194659,-5.318251830508165,-4.285114779047361,0.9281385281385282,0.09351000435356835,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Belgium,72,69,2,roc_auc,0.8948275862068965,0.8948275862068965,0.85,0.6967252809798955,0.3032747190201045,0.6677615023252391,-5.280897736552925,-3.089862433407545,0.49753694581280783,0.037483809558212317,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Denmark,72,77,1,illegal_recall_at_youden,0.8831168831168831,,0.8831168831168831,0.7596089191770333,0.24039108082296667,0.6677615023252391,-5.280897736552925,-2.6953351130779297,1.5163218390804603,0.056567419257314594,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Germany,72,40,1,one_minus_mean_pred_illegal,0.4427890165301398,,,0.5572109834698602,0.4427890165301398,0.6677615023252391,-5.280897736552925,-3.6843888435971253,0.5707509881422923,0.05199059228969541,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Italy,72,34,1,illegal_recall_at_youden,0.8235294117647058,,0.8235294117647058,0.7895422440791267,0.21045775592087335,0.6677615023252391,-5.280897736552925,-3.8753525105615028,1.5134199134199138,0.07509794658469367,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Netherlands,72,5,1,illegal_recall_at_youden,0.6,,0.6,0.6750696989547309,0.3249303010452691,0.6677615023252391,-5.280897736552925,-4.966450647772549,1.7400000000000007,0.08684103006445125,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Ontario,72,58,1,one_minus_mean_pred_illegal,0.36224003940540184,,,0.6377599605945982,0.36224003940540184,0.6677615023252391,-5.280897736552925,-3.456741836916578,0.523076923076923,0.04878647879176982,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Philippines,72,33,2,roc_auc,0.575187969924812,0.575187969924812,0.7857142857142857,0.7229727155986271,0.2770272844013729,0.6677615023252391,-5.280897736552925,-4.10497052170102,0.7809523809523808,0.0628732875958556,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Spain,72,39,1,one_minus_mean_pred_illegal,0.46678400991644986,,,0.5332159900835501,0.46678400991644986,0.6677615023252391,-5.280897736552925,-3.5380522102848104,1.6047430830039522,0.07340576068300897,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,Sweden,72,27,1,one_minus_mean_pred_illegal,0.3797450672816003,,,0.6202549327183997,0.3797450672816003,0.6677615023252391,-5.280897736552925,-4.098725310978654,0.9094736842105267,0.0661029716587936,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,France,United Kingdom,72,39,1,one_minus_mean_pred_illegal,0.34958701365151124,,,0.6504129863484888,0.34958701365151124,0.6677615023252391,-5.280897736552925,-4.195362256136127,1.0276679841897232,0.10239932705862007,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Belgium,33,69,2,roc_auc,0.5663793103448276,0.5663793103448276,0.1,0.4444318771010203,0.5555681228989797,0.5269940598661309,-7.571405242774295,-4.240108873175319,0.9428571428571426,0.04644820330082621,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Denmark,33,77,1,illegal_recall_at_youden,0.15584415584415584,,0.15584415584415584,0.4695509897267923,0.5304490102732077,0.5269940598661309,-7.571405242774295,-3.6703364038250648,1.0909090909090913,0.06190790606120191,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,France,33,72,2,roc_auc,0.546875,0.546875,0.020833333333333332,0.4319380212379898,0.5680619787620103,0.5269940598661309,-7.571405242774295,-4.104970521701019,0.8571428571428568,0.0628732875958556,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Germany,33,40,1,one_minus_mean_pred_illegal,0.5623391603744848,,,0.43766083962551516,0.5623391603744848,0.5269940598661309,-7.571405242774295,-5.224856715612284,1.5161904761904763,0.062098797309453474,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Italy,33,34,1,illegal_recall_at_youden,0.4411764705882353,,0.4411764705882353,0.5096346808168397,0.4903653191831603,0.5269940598661309,-7.571405242774295,-5.593235255002686,1.2175824175824177,0.06471238073365712,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
44,Philippines,Netherlands,33,5,1,illegal_recall_at_youden,0.0,,0.0,0.47528469836914133,0.5247153016308587,0.5269940598661309,-7.571405242774295,-7.31568749338148,1.4714285714285715,0.12495277594017451,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt
